producto_id;pais_edicion_id;editorial;isbn
201326;1;LA LEY;978-987-03-1956-6
201333;1;NUEVA EDITORIAL UNIVERSITARIA-UNSL;978-987-1852-19-2
201350;1;LA LEY;978-987-03-2160-6
201414;1;SARQUÍS;978-987-1702-02-2
201415;1;SARQUIS;978-987-1702-02-2
201417;1;IMPRESIONES FL DE NATALIA RONDINI;978-987-25546-1-3
201431;1;EDITORIAL DE LA UNIVERSIDAD NACIONAL DEL SUR (EDIUNS);978-987-1620-42-5
201448;1;SIMA;987-9449-56-8
201485;1;CREATIVA;978-987-33-1052-2
201495;1;BUENOS AIRES : MINISTERIO DE EDUCACIÓN DE LA NACIÓN-;978-950-00-0956-0
201505;1;EUDECOR;978-987-1536-20-7
201535;1;UNIVERSIDAD NACIONAL DE QUILMES;978-987-1782-19-2
201546;1;COMUNICARTE. COLECCIÓN LENGUA Y DISCURSO;978-987-602-144-9
201563;1;CRUZ ARCIERI & ASOC;978-987-9139-57-8
201571;1;EDUNT;978-987-1366-81-1
201621;1;EDICIONES DEL COPISTA;978-987-563-306-3
201625;1;NUEVA EDITORIAL UNIVERSITARIA-UNSL;978-987-1852-26-0
201629;1;APPENDINOARRA;978-987-27832-0-4
201642;1;AZ EDITORA;978-950-534-996-8
201644;1;EDHASA;
201659;1;UNIPE: EDITORIAL UNIVERSITARIA;978-987-27761-0-7
201661;10;CENTRO DE FOTOGRAFÍA DE MONTEVIDEO;978 9974600683
201673;1;REVISTA DE LA FACULTAD DE DERECHO Y CIENCIAS SOCIALES DE LA UNIVERSIDAD NACIONAL DE CÓRDOBA;
201688;1;UNIVERSIDAD NACIONAL DE CÓRDOBA;978-950-33-0931-5
201689;1;NOAGRAF;978-987-1366-84-2
201695;1;MISIÓN CONCIENCIA (VENEZUELA);978-987-26911-0-3
201716;1;EUDEM;978-987-544-418-8
201721;1;EDITORIAL UNIVERSITARIA. SECRETARÍA DE EXTENSIÓN UNIVERSITARIA. UNCA. RED DE EDITORIALES DE UNIVERSIDADES NACIONALES (REUM);978-950-746-207-8
201728;4;ADVOCATUS;978-9871123-75-9
201733;35;MISIÓN CONCIENCIA (VENEZUELA);978-987-26911-1-0
201735;82;CAMBRIDGE UNIVERSITY PRESS;
201739;1;EDITORIAL UNIVERSITARIA UNIVERSIDAD NACIONAL DE CATAMARCA;978-987-1341-66-5
201740;1;UNR EDITORA;978-950-673-924-9
201742;1;LOSADA;9789500399197
201745;1;LABORATORIO DE ARQUITECTURA Y HABITAT SUSTENTABLE, FACULTAD DE ARQUITECTURA Y URBANISMO, UNIVERSIDAD NACIONAL DE LA PLATA;978-950-34-0800-1
