producto_id;pais_edicion_id;issn;eissn;pagina_inicial;pagina_final;revista;volumen;numero;tomo;doi;editorial;revista_sjr
2048;3;0102-6712;;412;425;ACTA LIMNOLOGICA BRASILIENSIA;23;4;;10.1590/S2179-975X2012005000020;ASOCIACIÓN BRASILEÑA DE LIMNOLOGÍA (ABLIMNO) ;NO INDEXADO
2049;21;0888-5885;;1150;1157;INDUSTRIAL & ENGINEERING CHEMICAL RESEARCH;51;;;10.1021/ie201295s;AMER CHEMICAL SOC;Q1
2050;39;0963-9969;;842;851;FOOD RESEARCH INTERNATIONAL;45;;;;ELSEVIER SCIENCE BV;Q1
2052;1;0002-7014;;642;656;AMEGHINIANA;;4;;;ASOCIACION PALEONTOLOGICA ARGENTINA;Q2
2053;3;0895-9811;;10;25;JOURNAL OF SOUTH AMERICAN EARTH SCIENCES;34;1;;;PERGAMON-ELSEVIER SCIENCE LTD;Q1
2054;21;00218995;;1796;1806;JOURNAL OF APPLIED POLYMER SCIENCE;124;3;;10.1002/app.35188/abstract;JOHN WILEY & SONS INC;Q1
2055;82;00358711;;635;650;MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY;421;;;;WILEY-BLACKWELL PUBLISHING, INC;Q1
2056;82;00358711;;1485;1498;MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY;421;;;;WILEY-BLACKWELL PUBLISHING, INC;Q1
2058;39;0167-5273;;490;491;INTERNATIONAL JOURNAL OF CARDIOLOGY;155;3;;;ELSEVIER IRELAND LTD;Q2
2059;31;0167-6806;;997;1008;BREAST CANCER RESEARCH AND TREATMENT;133;3;;10.1007/s10549-011-1883-6;SPRINGER;Q1
2060;39;0301-4797;;43;54;JOURNAL OF ENVIRONMENTAL MANAGEMENT;96;1;;10.1016/j.jenvman.2011.10.014;ACADEMIC PRESS LTD-ELSEVIER SCIENCE LTD;Q1
2062;4;01203916;;201;219;REVISTA COLOMBIANA DE EDUCACIÃ³N;;61;;;UNIVERSIDAD PEDAGÓGICA NACIONAL;NO INDEXADO
2064;22;0300-8177;;169;176;MOLECULAR AND CELLULAR BIOCHEMISTRY;359;1;;10.1007/s11010-011-1011-2;SPRINGER;Q1
2068;31;0959-3993;;1359;1366;WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY;28;4;;10.1007/s11274-011-0935-8;SPRINGER;Q2
2069;39;0213-1315;;124;134;METODOS NUMERICOS PARA CALCULO Y DESENO EN INGENIERIA;28;2;;10.1016/j.rimni.2012.02.001;UNIV POLITECNICA CATALUNYA;Q3
2070;1;15144186;;9;22;SERIE DE CORRELACIÓN GEOLÓGICA;28;2;;;INSUGEO;NO INDEXADO
2071;1;2042-0048;;1;9;VETERINARY MEDICINE INTERNATIONAL;;;;10.1155/2012/860362;HINDAWI;Q2
2073;39;0045-6535;;566;572;CHEMOSPHERE;87;;;10.1016/j.chemosphere.2011.12.074;PERGAMON-ELSEVIER SCIENCE LTD;Q1
2074;71;10313613;;704;714;REPRODUCTION FERTILITY AND DEVELOPMENT;24;5;;;CSIRO PUBLISHING;Q1
2075;39;0018-8158;;25;38;HYDROBIOLOGIA;680;1;;10.1007/s10750-011-0897-8;SPRINGER;Q2
2076;31;0722-4060;;231;239;POLAR BIOLOGY;35;2;;10.1007/s00300-011-1066-2;SPRINGER;Q1
2077;82;0967-1994;;159;171;ZYGOTE;20;;;10.1017/S0967199411000049;CAMBRIDGE UNIV PRESS;Q4
2078;82;0953-8178;;315;325;INTERNATIONAL IMMUNOLOGY;24;5;;10.1093/intimm/dxs001;OXFORD UNIV PRESS;Q1
2082;82;14390264;;1;10;ANATOMIA HISTOLOGIA EMBRYOLOGIA;;;;10.1111/ahe.12008/abstract;WILEY-BLACKWELL PUBLISHING, INC;Q2
2083;35;1133-0953;;65;70;REVISTA DE TELEDETECCION;38;;;;SD;NO INDEXADO
2085;21;0730-7268;;935;940;ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY;31;5;;;SETAC PRESS;Q1
2086;45;00201812;;75;80;INSECTES SOCIAUX;59;;;;BIRKHAUSER VERLAG AG;Q1
2087;39;13835866;;108;116;SEPARATION AND PURIFICATION TECHNOLOGY;91;;;10.1016/j.seppur.2011.12.007;ELSEVIER SCIENCE BV;Q1
2088;82;0748-3007;;317;329;CLADISTICS (PRINT);28;3;;10.1111/j.1096-0031.2011.00385.x/abstract;WILEY-BLACKWELL PUBLISHING, INC;Q1
2090;5;07187092;;133;157;ANDEAN GEOLOGY;39;1;;;SERVICIO NACIONAL GEOLOGIA MINERVA;Q2
2092;21;2090-7761;;1;5;ISRN PHYSICAL CHEMISTRY;2012;;;;ISRN;NO INDEXADO
2093;21;00029440;;1040;1048;AMERICAN JOURNAL OF PATHOLOGY;180;3;;;AMER SOC INVESTIGATIVE PATHOLOGY, INC;Q1
2094;21;0013-4686;;39;44;ELECTROCHIMICA ACTA;59;;;;PERGAMON-ELSEVIER SCIENCE LTD;Q1
2095;39;0169-4332;;3617;3623;APPLIED SURFACE SCIENCE;258;;;10.1016/j.apsusc.2011.11.125;ELSEVIER SCIENCE BV;Q1
2097;82;0960-2585;;3;8;SEED SCIENCE RESEARCH;22;;;;CAMBRIDGE UNIV PRESS;Q2
2098;21;00218561;;418;426;JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY;60;1;;10.1021/jf204269y;AMER CHEMICAL SOC;Q1
2100;45;1424-3903;;1;7;PANCREATOLOGY;12;1;;;KARGER;Q1
2101;82;0108-2701;;17;20;ACTA CRYSTALLOGRAPHICA SECTION C-CRYSTAL STRUCTURE COMMUNICATIONS;68;;;10.1107/S0108270111053674/abstract;WILEY-BLACKWELL PUBLISHING, INC;Q3
2103;82;0271-9142;;622;631;JOURNAL OF CLINICAL IMMUNOLOGY;32;3;;10.1007/s10875-011-9646-z;SPRINGER/PLENUM PUBLISHERS;Q1
2105;31;0944-5013;;317;325;MICROBIOLOGICAL RESEARCH;167;0;;;ELSEVIER GMBH;Q3
2106;21;1383-5866;;23;29;SEPARATION AND PURIFICATION TECHNOLOGY;91;;;;ELSEVIER SCIENCE BV;Q1
2107;31;14387492;;342;352;MACROMOLECULAR MATERIALS AND ENGINEERING (PRINT);297;4;;10.1002/mame.201100237/abstract?deniedAccessCustomisedMessage=&userIsAuthenticated=false;WILEY-V C H VERLAG GMBH;Q1
2111;21;0021-9983;;155;167;JOURNAL OF COMPOSITE MATERIALS;46;2;;10.1177/0021998311410484;SAGE PUBLICATIONS LTD;Q1
2112;82;07413335;;12001;12005;PLASMA PHYSICS AND CONTROLLED FUSION;54;;;10.1088/0741-3335/54/1/012001;IOP PUBLISHING LTD;Q1
2113;21;1094-4087;;158;163;OPTICS EXPRESS;20;1;;;OPTICAL SOC AMER;Q1
2114;21;1082-6076;;1053;1069;JOURNAL OF LIQUID CHROMATOGRAPHY AND RELATED TECHNOLOGIES;35;;;;TAYLOR & FRANCIS INC;Q2
2117;86;0254-6299;;19;24;SOUTH AFRICAN JOURNAL OF BOTANY;79;;;;ELSEVIER SCIENCE BV;Q2
2118;39;15660702;;78;80;AUTONOMIC NEUROSCIENCE.;167;1-2;;;ELSEVIER SCIENCE BV;Q2
2121;21;0929-1393;;305;319;APPLIED SOIL ECOLOGY;61;;;;ELSEVIER SCIENCE BV;Q1
2122;21;1878-8181;;25;31;BIOCATALYSIS AND AGRICULTURAL BIOTECHNOLOGY;1;1;;;ELSEVIER SCIENCE BV;NO INDEXADO
2123;48;0168-9452;;197;205;PLANT SCIENCE;183;;;10.1016/j.plantsci.2011.08.012;ELSEVIER IRELAND LTD;Q1
2124;21;0360-4012;;407;421;JOURNAL OF NEUROSCIENCE RESEARCH;90;2;;10.1002/jnr.22747/citedby;WILEY-LISS, DIV JOHN WILEY & SONS INC;Q3
2125;39;0721-7595;;79;89;JOURNAL OF PLANT GROWTH REGULATION;31;;;;SPRINGER;Q1
2126;33;0567-7572;;147;152;ACTA HORTICULTURAE;942;;;;INTERNATIONAL SOCIETY FOR HORTICULTURAL SCIENCE;NO INDEXADO
2127;33;0567-7572;;267;272;ACTA HORTICULTURAE;942;;;;INTERNATIONAL SOCIETY FOR HORTICULTURAL SCIENCE;NO INDEXADO
2128;33;0567-7572;;473;478;ACTA HORTICULTURAE;942;;;;INTERNATIONAL SOCIETY FOR HORTICULTURAL SCIENCE;NO INDEXADO
2130;39;1075-9964;;25;30;ANAEROBE;18;1;;10.1016/j.anaerobe.2011.12.005;ELSEVIER SCI LTD;Q2
2131;39;1387-1811;;17;29;MICROPOROUS AND MESOPOROUS MATERIALS;147;;;;ELSEVIER SCIENCE BV;Q1
2134;21;1567-1348;;350;358;INFECTION, GENETICS AND EVOLUTION;12;;;;ELSEVIER SCIENCE BV;Q1
2135;39;0040-1951;;59;75;TECTONOPHYSICS;524;;;;ELSEVIER SCIENCE BV;Q1
2136;1;0002-7014;;657;661;AMEGHINIANA;49;4;;10.5710/AMGH.28.4.2011.520;ASOCIACION PALEONTOLOGICA ARGENTINA;Q2
2137;41;1590-4261;;1;10;ANNALS OF MICROBIOLOGY;62;2;;10.1007/s13213-011-0314-6;INST MICROBIOLOGIA;Q3
2138;82;0163-5581;;23;33;NUTRITION AND CANCER;64;;;10.1080/01635581.2012.630163;LAWRENCE ERLBAUM ASSOC INC-TAYLOR & FRANCIS;Q1
2139;82;0378-1097;;25;32;FEMS MICROBIOLOGY LETTERS;327;;;;WILEY-BLACKWELL PUBLISHING, INC;Q2
2141;39;0378-1135;;336;342;VETERINARY MICROBIOLOGY;156;3-4;;10.1016/j.vetmic.2011.10.030;ELSEVIER SCIENCE BV;Q1
2142;1;0031-9457;;233;237;PHYTON - INTERNATIONAL JOURNAL OF EXPERIMENTAL BOTANY BA ARGENTINA;81;;;;FUNDACION ROMULO RAGGIO;Q4
2143;5;07170297;;55;67;PSYKHE;21;1;;;PSYKHE;Q3
2144;39;0168-1702;;380;384;VIRUS RESEARCH;163;1;;;ELSEVIER SCIENCE BV;Q1
2148;21;0027-5514;;488;495;MYCOLOGIA.;104;2;;;ALLEN PRESS INC;Q1
2150;39;1381-1169;;44;60;JOURNAL OF MOLECULAR CATALYSIS A-CHEMICAL;355;;;10.1016/j.molcata.2011.12.011;ELSEVIER SCIENCE BV;NO INDEXADO
2151;1;0327-3318;;;;REVISTA ARGENTINA DE ECONOMÍA AGRARIA;;;;;ASOCIACIÓN ARGENTINA DE ECONOMÍA AGRARIA;NO INDEXADO
2152;1;1669 7316;;89;104;LATIN AMERICAN JOURNAL OF SEDIMENTOLOGY AND BASIN ANALYSIS;18;;;;ASOCIACIÓN ARGENTINA DE SEDIMENTOLOGÍA;NO INDEXADO
2154;82;1744-683X;;307;310;SOFT MATTER;8;;;10.1039/C1SM06191G;ROYAL SOC CHEMISTRY;Q1
2155;5;0717-7917;;440;447;BOLETÃ­N LATINOAMERICANO Y DEL CARIBE DE PLANTAS MEDICINALES Y AROMÃ¡TICAS;11;3;;;SOC FITOQUIMICA LATINOAMERICANA;Q2
2156;82;02638223;;724;730;COMPOSITE STRUCTURES;94;2;;10.1016/j.compstruct.2011.09.006;ELSEVIER SCI LTD;Q1
2157;21;0022-3549;;541;551;JOURNAL OF PHARMACEUTICAL SCIENCES;101;541;;10.1002/jps.22772;JOHN WILEY & SONS INC;Q1
2158;1;18504639;;43;48;BIOSCRIBA;5;1;;;TELLUS;NO INDEXADO
2159;1;18504639;;49;53;BIOSCRIBA;5;1;;;TELLUS;NO INDEXADO
2161;82;0265-203X;;293;303;FOOD ADDITIVES AND CONTAMINANTS;29;2;;10.1080/19440049.2011.578588;TAYLOR & FRANCIS LTD;Q4
2162;21;0033-3174;;1;8;PSYCHOSOMATIC MEDICINE;74;;;;LIPPINCOTT WILLIAMS & WILKINS;Q1
2163;31;0167-577X;;119;121;MATERIALS LETTERS;70;;;;ELSEVIER SCIENCE BV;Q1
2164;3;18080251;;47;60;AMBIENCIA;8;1;;;UNICENTRO;NO INDEXADO
2165;1;0326-0941;;167;180;INCIPIT;XXXI;;;;DUNKEN;NO INDEXADO
2167;45;0260-8774;;463;472;JOURNAL OF FOOD ENGINEERING;108;3;;10.1016/j.jfoodeng.2011.08.018;ELSEVIER SCI LTD;Q1
2168;1;;;33;43;ANALECTA VETERINARIA;32;1;;;FACULTAD DE CIENCIAS VETERINARIAS, UNIVERSIDAD NACIONAL DE LA PLATA;NO INDEXADO
2169;39;0927-7765;;23;28;COLLOIDS AND SURFACES B-BIOINTERFACES;89;;;;ELSEVIER SCIENCE BV;Q1
2170;39;0034-5288;;336;342;RESEARCH IN VETERINARY SCIENCE;93;;;;ELSEVIER SCI LTD;Q1
2171;39;0956-7135;;177;183;FOOD CONTROL;24;;;10.1016/j.foodcont.2011.09.024;ELSEVIER SCI LTD;Q1
2172;33;0014-3057;;586;596;EUROPEAN POLYMER JOURNAL;48;;;;PERGAMON-ELSEVIER SCIENCE LTD;Q1
2173;85;15350088;;60;68;REVISTA INTERNACIONAL DE DESASTRES NATURALES, ACCIDENTES E INFRAESTRUCTURA CIVIL;12;1;;;UNIVERSIDAD DE PUERTO RICO;NO INDEXADO
2174;39;0167-8655;;164;172;PATTERN RECOGNITION LETTERS;33;2;;10.1016/j.patrec.2011.09.031;ELSEVIER SCIENCE BV;Q2
2176;21;0887-2333;;157;163;TOXICOLOGY IN VITRO : AN INTERNATIONAL JOURNAL PUBLISHED IN ASSOCIATION WITH BIBRA.;26;;;;PERGAMON-ELSEVIER SCIENCE LTD;Q1
2178;21;14358603;;171;178;PLANT BIOLOGY;14;1;;10.1111/j.1438-8677.2011.00489.x;WILEY-BLACKWELL PUBLISHING, INC;Q1
2179;21;0027-5514;;45;52;MYCOLOGIA.;104;;;;ALLEN PRESS INC;Q1
2180;39;1875-3892;;108;116;PHYSICS PROCEDIA;26;;;10.1016/j.phpro.2012.03.015;ELSEVIER;NO INDEXADO
2181;1;16666038;;78;83;JOURNAL ON COMPUTER SCIENCE & TECHNOLOGY;12;2;;;ISTEC;NO INDEXADO
2184;31;0925-9864;;231;237;GENETIC RESOURCES AND CROP EVOLUTION;59;2;;10.1007/s10722-011-9679-4;SPRINGER;Q1
2185;1;1852-0278;;108;118;REVISTA E+E. ESTUDIOS DE EXTENSIÓN EN HUMANIDADES;3;;;;SECRETARÍA DE EXTENSIÓN. FACULTAD DE FILOSOFÍA Y HUMANIDADES. UNIVERSIDAD NACIONAL DE CÓRDOBA;NO INDEXADO
2186;39;0261-2194;;12;16;CROP PROTECTION;32;;;;ELSEVIER SCI LTD;Q1
2187;31;1866-6280;;535;545;ENVIRONMENTAL EARTH SCIENCES;65;2;;10.1007/s12665-011-1006-z;SPRINGER;Q2
2189;7;0185-2698;;100;115;PERFILES EDUCATIVOS;34;135;;;ISSUE-UNA;Q4
2190;1;0327-358X;;102;105;ANALES AFA;23;1;;;ASOCIACIÓN FÍSICA ARGENTINA ;NO INDEXADO
2191;82;0936-6768;;562;567;REPRODUCTION IN DOMESTIC ANIMALS (1990);47;4;;10.1111/j.1439-0531.2011.01917.x/abstract;WILEY-BLACKWELL PUBLISHING, INC;Q1
2194;39;03796779;;1052;1058;SYNTHETIC METALS;162;;;10.1016/j.synthmet.2011.12.018;ELSEVIER SCIENCE SA;Q1
2196;21;1750-5836;;21;36;INTERNATIONAL JOURNAL OF GREENHOUSE GAS CONTROL;6;;;10.1016/j.ijggc.2011.10.012;ELSEVIER SCI LTD;Q1
2197;21;0022-3263;;1507;1519;JOURNAL OF ORGANIC CHEMISTRY;77;3;;10.1021/jo202386b;AMER CHEMICAL SOC;Q1
2198;7;18709516;;319;336;CRITERIO Y CONDUCTA;;11;;;SUPREMA CORTE DE JUSTICIA DE LA NACIÓN;NO INDEXADO
2200;64;0912-3814;;191;202;ECOLOGICAL RESEARCH;27;;;10.1007/s11284-011-0888-2;SPRINGER TOKYO;Q2
2201;82;1054-3139;;380;388;ICES JOURNAL OF MARINE SCIENCE;69;;;;OXFORD UNIV PRESS;Q1
2202;82;0963-7486;;66;78;INTERNATIONAL JOURNAL OF FOOD SCIENCES AND NUTRITION;63;1;;;TAYLOR & FRANCIS LTD;Q2
2203;7;0252-9769;;59;80;. REVISTA GEOFÍSICA IPGH;;63;;;INSTITUTO PANAMERICANO DE GEOFÍSICA E HISTORIA;NO INDEXADO
2205;21;0022-2372;;76;86;JOURNAL OF MAMMALOGY;93;1;;;ALLIANCE COMMUNICATIONS GROUP DIVISION ALLEN PRESS;Q1
2206;1;00027014;;198;216;AMEGHINIANA;49;2;;;ASOCIACION PALEONTOLOGICA ARGENTINA;Q2
2207;31;0007-4861;;6;9;BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY;88;1;;10.1007/s00128-011-0423-8;SPRINGER;Q2
2209;31;09201742;;797;805;FISH PHYSIOLOGY AND BIOCHEMISTRY;;;;;SPRINGER;Q2
2211;1;1853 5097;;76;79;CAT LA REVISTA;;5;;;COLEGIO DE ARQUITECTOS DE TUCUMAN;NO INDEXADO
2213;39;0927-6505;;266;276;ASTROPARTICLE PHYSICS;35;5;;10.1016/j.astropartphys.2011.08.001;ELSEVIER SCIENCE BV;Q1
2214;82;1366-9516;;168;179;DIVERSITY AND DISTRIBUTIONS;18;;;;WILEY-BLACKWELL PUBLISHING, INC;Q1
2215;22;0963-9969;;321;330;FOOD RESEARCH INTERNATIONAL;47;;;10.1016/j.foodres.2011.07.042;ELSEVIER SCIENCE BV;Q1
2216;39;03044017;;116;121;VETERINARY PARASITOLOGY;184;;;;ELSEVIER SCIENCE BV;Q1
2218;81;1584-9074;;63;71;NORTH-WESTERN JOURNAL OF ZOOLOGY;8;1;;;UNIV ORADEA PUBL HOUSE;Q3
2219;21;1059-0501;;174;187;JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART C-ENVIRONMENTAL CARCINOGENESIS & ECOTOXICOLOGY REVIEWS;30;;;;TAYLOR & FRANCIS INC;Q1
2220;39;0005-2736;;425;433;BIOCHIMICA ET BIOPHYSICA ACTA-BIOMEMBRANES;1818;3;;10.1016/j.bbamem.2011.10.024;ELSEVIER SCIENCE BV;Q1
2222;1;16698517;;190;210;"ESPACIOS ""BIOPOLÍTICA HOY""";;7;;;ED. UNPA;NO INDEXADO
