producto_id;tipo_parte_libro_id;pais_edicion_id;editorial;isbn;titulo_libro;pagina_inicial;pagina_final
138500;1;1;UNMDP;978987544-780-6;Ingeniería de Productos Pesqueros;270;310
138952;1;1;PANAMERICANA;978-950-06-0270-9;Introducción a la INMUNOLOGIA HUMANA;;
140440;1;1;CICCUS;978-987-693-762-7;Ruralidades, actividades económicas y mercados de trabajo en el Delta vecino a la Región Metropolitana de Buenos Aires;75;96
140676;1;21;WILEY - BLACKWELL;978-0-8138-2061-3;Veterinary Pharmacology & Therapeutics -  10th Edition;;
140710;1;3;FAPESP;978-85-67809-00-7;Flora Fanerogâmica do Estado de São Paulo;;
140764;1;82;PALGRAVE MACMILLAN;978-1-137-43020-5;The Palgrave Handbook of Climate History;213;224
141525;1;1;MEDICA PANAMERICANA;9789500602709;Introducción a la Inmunología Humana, Fainboim-Geffner;;
144046;1;1;NOVEDUC;9789875383159;Invención de enfermedades. traiciones a la salud y a la educación;45;61
146863;1;1;GRÁFICA DEL SUR;978-987-33-0993-9;DEL LABORATORIO AL AULA. Capacitación docente en educación y comunicación para la prevención de VIH/SIDA,;15;20
148496;1;21;MISSOURI BOTANICAL GARDEN PRESS;9780915279982;Flora Mesoamericana;84;110
150620;1;1;SERVICIO DE DIFUSIÓN DE LA CREACIÓN INTELECTUAL (SEDICI);978-950-34-1039-4;Cirugía. Bases clínicas y terapéuticas;1903;2019
150899;1;4;INSTITUTO COLOMBIANO DE ANTROPOLOGÍA E HISTORIA;9978-22-563-3;De las muchas historias entre las plantas y la gente;187;209
152962;1;5;EDITORIAL UNIVERSITARIA;978-956-9412-06-6;Restauración de bosques: lecciones y desafíos en un mundo cambiante;;
153169;1;1;UNIVERSIDAD NACIONAL DE LA MATANZA;978-987-1635-55-9;Anuario de Investigaciones 2010: Resúmenes extendidos. 1ra ed. San Justo. Universidad Nacional de La Matanza;185;193
156386;1;35;ANTHROPOS EDITORIAL;978-3-16-148410-0;Pasajes Distantes. La difusión mundial de un modelo. Tomo I: Iberoamérica;;
156940;1;1;INSTITUTO DE CULTURA DE LA PROVINCIA DE CHACO;978-987-23328-1-5;Simultaneidades y otras yerbas;57;61
156971;1;1;AL MARGEN;978-987-1785-37-7;Pensar al otro / pensar la nación, vol. II;;
159316;1;3;EDITORA FORUM;9788577006359;Mecanismos de Control Interno e Sua Matriz Constitucional;273;284
