producto_id;pais_edicion_id;editorial;isbn
201224;1;PUBLIFADECS;978-987-1549-96-2
201225;1;EDULP;000-000000-0
201226;35;GEDISA;978-84-16572-39-7
201227;1;SIGLO XXI;978-987-629-654-0
201228;1;CAFÉ DE LAS CIUDADES;978-950-658-351-4
201229;1;EDICIÓN PROPIA;978-987-33-9797-4
201230;31;SPRINGER CHAM HEIDELBERG NEW YORK DORDRECHT LONDON;978-3319243924
201231;1;MIÑO Y DÁVILA;978-84-16467-15-0
201233;1;EDUCO;978-987-604-457-8
201234;21;SPRINGER;978-3-319-23060-3
201235;1;EDITADO POR EL INSTITUTO NACIONAL DE TECNOLOGÍA INDUSTRIAL (INTI);978-950-532-304-3
201238;1;INGRESO;978-987-1494-59-0
201239;1;UNIVERSIDAD NACIONAL DE CÓRDOBA;978-950-33-1239-1
201240;1;EDICIONES DEL CENTRO DE ESTUDIOS E INVESTIGACIONES LABORALES;978-1-873671-00-9
201242;1;BIBLOS;978-987-691-389-8
201246;1;UNIVERSITARIA;978-987-661-088-9
201247;39;SPRINGER NETHERLANDS;978-94-017-7420-8
201248;1;UNIVERSIDAD NACIONAL DE LA MATANZA;978-987-3806-50-6
201251;1;FAU. UNT;978-950-554-878-1
201254;21;CREATESPACE;978-0986409646
201256;1;EDUVIM;978-987-1518-27-2
201260;1;MARÍA MURATORE EDICIONES;9789874570406
201262;1;EDUNER;978-950-698-371-0
201265;1;EUDEBA;978-950-23-2585-9
201266;1;IMAGO MUNDI;978-950-793-170-3
201268;1;UNIVERSIDAD NACIONAL DE CUYO;978-987-575-125-5
201269;21;LEXINGTON BOOKS;978-1-4985-1416-3
201270;22;APPLE ACADEMIC PRESS, CRC PRESS, A TAYLOR & FRANCIS GROUP;9781771881135
201272;1;EL DERECHO;9789873790362
201273;5;LOM;978-956-00-0669-1
201274;1;EUDEBA;978-950-23-2565-1
201275;1;EDULP (UNLP);978-950-34-1364-7
201276;1;UNMDP;978-987-544-716-5
201281;41;HELICON;0-0000-0000-0
201282;1;BRUJAS;978-987-591-737-8
201285;1;UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES;978-950-658-396-5
201286;1;EDICIONES SUÁREZ ARGENTINA;978-987-1990-37-5
201287;1;EDICIONES SUÁREZ ARGENTINA;978-987-1990-08-5
201288;1;SECRETARÍA ACADÉMICA - U.N.C;978-987-1494-63-7
201289;1;EUDECOR;978-987-1536-87-0
201290;1;HARAVEK SERVICIOS GRÁFICOS;978-987-27160-7-3
201291;1;UNM EDITORA;978-987-3700-15-6
201293;1;UNIVERSIDAD NACIONAL DE CÓRDOBA;978-950-33-1249-0
201294;1;UNIVERSIDAD NACIONAL DE MAR DEL PLATA;978-987-544-742-4
201295;1;GOLDEN COMPANY;978-987-1820-09-2
