proyecto_id;proyecto_fuente;titulo;fecha_inicio;fecha_finalizacion;resumen;moneda_id;monto_total_solicitado;monto_total_adjudicado;monto_financiado_solicitado;monto_financiado_adjudicado;tipo_proyecto_id;codigo_identificacion;palabras_clave;estado_id;fondo_anpcyt;cantidad_miembros_F;cantidad_miembros_M;sexo_director
24573;CONICET;Biodiversidad y ambientes del NEA integrando información geológica, paleontológica, genómica y ecológica: impacto y aplicabilidad para el desarrollo de la región;2019/04/01 00:00:00.000;2023/03/31 00:00:00.000;El CECOAL fue creado por el CONICET con la finalidad de 'realizar estudios de base de los recursos naturales dela región, investigar la estructura y funcionalidad de los ecosistemas, así como evaluar la influencia de la vida yactividad humana sobre ellos'. Esta unidad cuenta con más cuarenta años de trayectoria en estudios ecológicos,sedimentológicos y paleontológicos, lo que se puede apreciar en su notable producción científica y servicios a terceros.En la última década, el CECOAL ha triplicado el número de investigadores y becarios, transformándose en un actorprincipal en el estudio y resolución de problemáticas ambientales de la región Nordeste de la Argentina (NEA). Estaregión tiene una ubicación estratégica en el contexto sudamericano, ya que se encuentra en un área de especialinterés desde el punto de vista biogeográfico, hidrológico y climatológico, desde por lo menos el Neógeno (23 Ma)hasta el Presente. Actualmente además, la región es una de las de mayor biodiversidad, producción agropecuaria ydesarrollo turístico de la Argentina. Si bien el CECOAL tiene una larga trayectoria dedicada a la investigación en laregión NEA, a pesar de ese largo historial hasta el presente no ha desarrollado proyectos integradores a escala regional.El objetivo principal de esta propuesta es estudiar de manera integral la biodiversidad y los ambientes del pasadoy del presente en el NEA, focalizado en áreas de especial interés de las provincias de Corrientes, Chaco y Formosa.El estado de la biodiversidad es una herramienta central para diagnosticar la 'salud' de los ecosistemas naturales yagroecosistemas, y para comprender los cambios pasados y presentes, permitiendo la implementación de estrategiasde producción sustentables y adaptables ante los cambios ambientales y climáticos. Esto a través del desarrollo denuevas capacidades en investigación y dando solución a las principales problemáticas socio-económicas de la región.En síntesis el principal objetivo de esta propuesta es realizar por primera vez una reconstrucción de la historia de lasbiotas y de los ambientes de la región NEA para generar un avance significativo y la integración del conocimientocon aplicación de técnicas modernas. Esto permitirá apoyar las iniciativas actuales de desarrollo socio-económico dela región, así como realizar las primeras aproximaciones científicas integrales para adaptar el desarrollo futuro a losescenarios de cambios climático-ambientales proyectados.;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920180100001CO;"Biodiversidad; Ecología; Paleontología";2;;23;15;M
24574;CONICET;Redes de sensores en ciudades inteligentes: aplicaciones en la ciudad de Mar del Plata;2019/04/01 00:00:00.000;2023/03/31 00:00:00.000;El proyecto propone generar aportes desde las Tecnologías de la Información y las Comunicaciones para Ciudades Inteligentes, desarrollando dispositivos y sistemas para la ciudad de Mar del Plata. Ciudades Inteligentes se refiere a ciudades que utilizan tecnologías innovadoras para mejorar la calidad de vida de sus habitantes y manejar los recursos e infraestructura de manera más eficiente. Desde el ICYTE, compuesto por 9 grupos que abordan distintos campos de la tecnología electrónica, se propone: integrar sistemas de comunicación inalámbricos con estrategias inteligentes para el aprovechamiento del espectro, desarrollar nodos de sensores ambientales y su arquitectura con elementos fijos y móviles robóticos. Se explorarán nuevos paradigmas inteligentes para el diseño de Sistemas de Soporte a las Decisiones de utilidad en diversas áreas (Seguridad, Bomberos, Tránsito, Planificación, entre otras).La ciudad de Mar del Plata presenta 47 km de costa que caracterizan su perfil marino, con balnearios que acogen a una población turística importante, con necesidades de información y controles (tránsito, seguridad, meteorología, sanidad) que deben ser  atendidos rápida y eficazmente. Este extenso litoral en conjunto con barrios suburbanos muy poblados generan la necesidad de instalar redes de sensores ambientales inalámbricos que  utilicen eficientemente el espectro para asegurar una conexión eficaz con el ya instalado Centro de Monitoreo Municipal (COM), que monitoriza la seguridad de los espacios públicos. La propuesta de este proyecto es la integración de un centro de Monitoreo Ambiental al COM, aprovechando el tendido de fibra óptica para la red de sensores integrándolo a una red de nodos sensores inalámbricos a situarse en las zonas lejanas o despobladas durante el invierno. También se prevé el uso de información satelital, para la identificación de plumas contaminantes en el litoral marítimo, para ello se cuenta con la provisión de las imágenes por parte de la Comisión Nacional de Actividades Espaciales. La existencia de un convenio marco con la Municipalidad de General Pueyrredón y otras acciones de contacto entre la Facultad de Ingeniería y la Secretaría de Tecnología del Municipio presentan un escenario factible para la transferencia de soluciones para la mejora de vida de los habitantes desde la visión de una Mar del Plata inteligente. Los resultados de este proyecto podrán ser aplicados a otras ciudades de envergadura similar.;1;5000.0;5000.0;5000.0;5000.0;23;22920180100002CO;"Ciudades inteligentes; Redes de sensores; Monitorización ambiental";2;;13;46;F
24575;CONICET;EL ESTADO ARGENTINO Y SUS GESTORES: TRAYECTORIAS, IDENTIDADES Y DISRUPCIONES, 1852/3-2010. DE LO DISYUNTO A LO COMPLEJO;2019/04/01 00:00:00.000;2023/03/31 00:00:00.000;El proyecto aborda la vinculación entre la práctica política pública y el aporte grupal y personal de los gestores estatales a lo largo de distintos períodos históricos en la Argentina. Tiene como objetivo interpretar el impacto producido por quienes tuvieron a cargo la formulación e implementación de políticas públicas, dilucidando tendencias generales y problemáticas coyunturales. Busca analizar trayectorias modernizantes del estado argentino entre 1852/3, cuando constitucionalmente se estableció  la organización y regulación de agencias estatales como ministerios, poder legislativo, funcionarios, y los tiempos recientes de 2010, en contextos de mundialización creciente y demandas de nuevas competencias, desde una mirada particular: el estudio de sus gestores, portadores de ideologías, experiencias y aptitudes y en su condición agentes del Estado que se van formando en la misma práctica y a la par van conformando instituciones, gestionando lo público. En articulación Estado-Sociedad en acción se atiende a sus procesos de profesionalización y sus capacidades de intervención en concertaciones y conflictos en los niveles de actuación política local y provincial, con especial referencia a espacios mendocinos y santafesinos, así como transregional en el estudio de los puertos argentinos, e inter/nacional referido a la política exterior del país. La investigación presupone un enfoque focalizado y casuístico, a la vez que transdisciplinario, a través de abordajes teóricos y empíricos que se conectan con análisis sobre sus procesos formativos y evolutivos hasta llegar a tiempos recientes de la burocracia estatal en Argentina.;1;4940000.0;4940000.0;4940000.0;4940000.0;23;22920180100003CO;"ESTADO; GESTORES; ARGENTINA";2;;9;6;F
24576;CONICET;CARACTERIZACIÓN DE AEROSOLES PRODUCIDOS POR EROSIÓN EÓLICA E INCENDIOS EN LA REGIÓN SEMIÁRIDA CENTRAL DE ARGENTINA: IMPACTO SOBRE EL AMBIENTE Y LA SALUD HUMANA;2019/04/01 00:00:00.000;2023/03/31 00:00:00.000;En la región semiárida central de Argentina (RSA) la producción agropecuaria, sustentada en la productividad de los suelos, es el principal recurso económico. En esta región condiciones climáticas mayormente secas y suelos con alta susceptibilidad a erosionarse por el viento, combinados con la intensificación productiva que ocurre desde hace algunos años en la zona agrícola y la ocurrencia de incendios forestales, han incrementado los procesos de erosión eólica. Estos eventos han contribuido no sólo a disminuir el potencial productivo de los suelos, sino también a favorecer la emisión de aerosoles a la atmósfera, con efectos ambientales poco conocidos que pueden ser responsables, inclusive, de enfermedades para el ser humano. La mayoría de los estudios sobre emisiones de aerosoles se han desarrollado considerando como fuentes a desiertos, lagos efímeros o a la actividad industrial. La originalidad de esta propuesta reside en que las fuentes principales de aerosoles en la RSA son suelos agrícolas erosionados por el viento o suelos de ecosistemas forestales naturales que sufren frecuentes incendios. Se pretende, por ende, analizar los contenidos de C, elementos nutrientes para las plantas, sustancias contaminantes provenientes de la agricultura, como metales pesados y herbicidas, asi como la microbiota asociada. Se analizará cuál de ambas fuentes (suelos agrícolas o naturales) producen mayor cantidad de aerosoles y qué sustancias transporta cada uno. Se caracterizarán las fuentes de los materiales parentales de los suelos agrícolas y de ecosistemas naturales susceptibles de erosionarse. Se propone, también, desarrollar tecnologías de control o predicción de procesos erosivos y difundir los resultados en diferentes ámbitos y analizar potenciales efectos de los aerosoles sobre la salud humana.;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920180100004CO;"Degradación de suelos; incendios forestales; aerosoles";2;;17;18;M
24577;CONICET;Valorización de Residuos para la Obtención catalítica de Jet Fuel;2019/04/01 00:00:00.000;2023/03/31 00:00:00.000;Este proyecto trata acerca del desarrollo de alternativas tecnológicas para el aprovechamiento y la valorización de residuos sólidos generados en la región de La Plata y alrededores con la finalidad de obtener combustible para aviación. Las actividades planteadas en el marco del mismo comprenden el desarrollo de procesos catalíticos para producir el mencionado combustible a partir de la utilización de dos corrientes de residuos: biomasa lignocelulósica y plásticos. Para dar cumplimiento a los objetivos planteados, en primer lugar se identificarán los residuos lignocelulósicos y plásticos con mayor potencial para el aprovechamiento energético. Luego se procederá  a la preparación y caracterización de catalizadores eficientes para cumplir con el objetivo propuesto, optimizando las condiciones operativas y los catalizadores que conduzcan al mayor rendimiento a líquidos en los distintos procesos pirolíticos a estudiar.;1;4999999.92;4999999.92;4999999.92;4999999.92;23;22920180100005CO;"Jet Fuel; Biomasa; Plásticos";2;;33;21;F
24578;CONICET;Desarrollo experimental de una cadena trófica modelo para evaluar los efectos de la  biomagnificación de contaminantes ambientales;2019/04/01 00:00:00.000;2023/03/31 00:00:00.000;El proyecto contempla el desarrollo en laboratorio de una cadena trófica modelo, utilizando organismos nativos de amplia distribución en cuerpos de agua dulce del centro y norte de Argentina (comunidad de perifiton, camarones Macrobrachium borellii y peces Cichlasoma dimerus). A partir de la cría a mediana escala de tales organismos, se podrá contar con un abastecimiento constante de material biológico, de historia previa conocida, que se utilizará para evaluar la biomagnificación y los efectos subletales de algunos de los fármacos de uso humano y veterinario más utilizados actualmente en Argentina, que han sido catalogados como contaminantes ambientales de preocupación emergente. Los fármacos a ensayar serán el antiinflamatorio de uso humano diclofenac y el antibiótico de uso veterinario oxitetraciclina. Los efectos crónicos y acumulativos de estos fármacos se evaluarán en el ambiente sobre un conjunto de biomarcadores, que se medirán en los distintos niveles tróficos, a fin de poner a prueba la hipótesis de la potenciación del efecto tóxico a lo largo de la cadena trófica. Entre estos biomarcadores, se medirán indicadores de estrés oxidativo, expresión de enzimas y otras proteínas, biomarcadores genéticos, histopatológicos y fisiológicos. Los resultados que se obtengan podrán ser transferidos a las autoridades de regulación pertinentes, sirviendo además la cadena trófica desarrollada como herramienta a futuro para la evaluación del grado de biomagnificación de otros contaminantes ambientales.;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920180100006CO;"FÁRMACOS; BIOMAGNIFICACIÓN; BIOMARCADORES";2;;15;6;F
24579;CONICET;Políticas y usos del archivo. Producción, interpretación y puesta en valor de archivos históricos, culturales, artísticos y literarios (siglos XIX a XXI);2019/04/01 00:00:00.000;2023/03/31 00:00:00.000;"Este proyecto se propone abordar el problema del archivo, central tanto en las intervenciones filosóficas, estéticas e historiográficas recientes sobre memoria, como en los debates sobre políticas institucionales, jurídicas y educativas relativas a los vínculos del presente con el pasado. El objetivo general es producir nuevos conocimientos y herramientas específicas que contribuyan a la interpretación, puesta en valor y gestión de materiales y fondos documentales en sus diversos formatos y soportes. Desde el punto de vista de la producción de nuevos conocimientos, a partir del abordaje de un corpus testigo nos proponemos relevar, mapear e interpretar, de modo reflexivo y sistemático, una serie de archivos históricos, artísticos, literarios y culturales ?tanto públicos y privados como personales e institucionales- de los últimos dos siglos atendiendo a las políticas de  configuración y usos en distintas coyunturas históricas. Desde el punto de vista de la elaboración de herramientas conceptuales y metodológicas, nos proponemos elaborar, en función de los resultados obtenidos, una noción de archivo operativa y adecuada a la compleja heterogeneidad del objeto estudiado; contribuir en el diagnóstico y construcción de protocolos que organicen y pongan en valor repositorios en el marco de un futuro Sistema Nacional de Archivos; y diseñar estrategias de intervención en la producción y difusión de archivos que atiendan a criterios de democratización en el acceso a la información";1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920180100007CO;"Archivo; Políticas; Usos";2;;33;8;F
24580;CONICET;Desarrollo de microelectrodos selectivos de iones y sensores de gases para aplicaciones medioambientales;2019/04/01 00:00:00.000;2023/03/31 00:00:00.000;"El proyecto abordará el desarrollo de microelectrodos (ME) selectivos de iones Zn(II) y Cr(III) y sensores de oxígeno (SO), para ser implementados en el análisis del funcionamiento de humedales de interés en la descontaminación de aguas, así como la formación de recursos humanos calificados, en el marco de una actividad creativa multidisciplinaria. Se propone un enfoque integral para el diseño y construcción de MEs que brinden nuevas opciones para aumentar la selectividad, tiempo de respuesta, estabilidad y resolución espacial de los mismos a través del estudio y optimización de los procesos que rigen su funcionamiento. Para ello se plantea el aprovechamiento de las capacidades y conocimientos de todos los grupos de investigación que componen el IQAL. La visión global del problema conduce a las siguientes actividades propuestas en el plan: (i) Diseño desde primeros principios de complejos organometálicos y monocapas autoensambladas que puedan actuar como ionóforos específicos de  Zn(II) y Cr(III) en membranas de electrodos selectivos potenciométricos; (ii) síntesis de compuestos que resulten promisorios, y su posterior soporte en una configuración adecuada para su empleo en sensores (membranas, superficie de electrodo, etc); (iii) diseño, síntesis y evaluación de líquidos iónicos que puedan funcionar como electrolitos hidrófobos con alta solubilidad de oxígeno para su empleo en SOs; (iv) fabricación de sensores a escala macroscópica empleando los materiales previamente desarrollados, caracterización y evaluación de  su funcionamiento en cuanto a selectividad, sensibilidad, tiempo de respuesta y estabilidad; (v) diseño, fabricación y evaluación de MEs que funcionen como sensores de las especies mencionadas con la capacidad de cuantificar concentraciones con resolución espacial micrométrica; (vi) desarrollo de un sistema de posicionamiento del MEs que permita ubicarlo y/o moverlo sobre una región micrométrica de la muestra analizada (raíz, tallo, hoja, sedimento); (viii) análisis de la variación temporal y espacial de concentraciones y flujos de iones y oxígeno disuelto en las superficies e inmediaciones de raíces, tallos u hojas de distintas especies de plantas empleadas en humedales y en sedimentos.";1;4920000.0;4920000.0;4920000.0;4920000.0;23;22920180100008CO;"FLUJOS LOCALES DE IONES Y GASES; MICROSENSORES; HUMEDALES";2;;20;6;M
24581;CONICET;NUEVAS ESTRATEGIAS EXPERIMENTALES PARA EL ESTUDIO Y DIAGNOSTICO TEMPRANO DE ENFERMEDADES NEURODEGENERATIVAS.;2019/04/01 00:00:00.000;2023/03/31 00:00:00.000;Proponemos  el  estudio  integrado  de  aspectos  relevantes  de  enfermedades neurodegenerativas, específicamente la enfermedad del Alzheimer (EA) y de Parkinson (EP), que serán la base para la generación de novedosas estrategias terapéuticas. Este esfuerzo se acompañará del desarrollo de ensayos para el diagnóstico temprano de estas patologías en humanos y la exploración de potenciales paradigmas  de  estimulación  cognitiva.  Los objetivos estan divididos en dos líneas conceptuales principales: (i)El desarrollo de modelos novedosos a partir de células madre humanas o de fibroblastos, para el estudio, el ensayo de drogas específicas y de estrategias terapéuticas, incluyendo identificación de nuevos blancos celulares, así como terapias celulares in vivo en modelos animales. ii) La detección de biomarcadores para el diagnóstico temprano, y de los cambios cognitivos en etapas tempranas de la patología, en un modelo animal de EA y en humanos con deterioro cognitivo leve, con fines diagnósticos y terapéuticos.Como  resultado  de  este  esfuerzo  transversal  y  multidisciplinario esperamos abrir la posibilidad de nuevas terapias, tratamientos correctores y/o farmacológicos adecuados y mejorar las estrategias de diagnóstico desde etapas precoces de estas patologías.;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920180100009CO;"Enfermedad de Alzheimer; Organoides neurales humanos; Biomarcadores de enfermedad de Alzheimer";2;;14;11;F
24582;CONICET;Estudio de fluidos confinados en sistemas de interés tecnológico;2019/04/01 00:00:00.000;2023/03/31 00:00:00.000;En este proyecto se propone el estudio de diversos aspectos relacionados con los fenómenos complejos que presentan los fluidos confinados. Se abordará el análisis tanto de propiedades generales de fluidos en confinamiento a escalas nanométrica y micrométrica, como cuestiones específicas relacionadas con sistemas de interés tecnológico. Mediante la utilización de herramientas teóricas, representaciones y simulaciones computacionales, y experimentos, se estudiarán aspectos estructurales, termodinámicos de equilibrio, y de flujo y transporte en sistemas en los cuales la interacción de la fase fluida con las paredes confinantes es determinante.;1;4650000.0;970000.0;4650000.0;970000.0;23;22920180100010CO;"FLUIDOS CONFINADOS; MEDIOS POROSOS; SIMULACIÓN";2;;2;17;M
