producto_id;pais_edicion_id;editorial;isbn
201701;1;UNIVERSIDAD DE MORÓN;978-987-3977-80-0
201914;1;ASOCIACION ARGENTINA DE MECANICA COMPUTACIONAL;0-1666-6070-1
202998;1;UNIVERSIDAD DE MORÓN;978-987-3977-90-9
204403;1;MARINA CALDERONE;978-987-783-061-3
210186;1;UNIVERSIDAD DE MORÓN;978-987-3977-87-9
210354;1;EDHASA;0-0000-0000-0
213008;1;FERREYRA EDITORES;9789877660197
218334;22;POVERTY AND ECONOMIC POLICY RESEARCH NETWORK;0-0000-0000-0
324681;1;IIGHI.CONICET/UNNE. SERIE TESIS Nº 3;978-987-4450-04-3
326552;1;ADVOCATUS;9789875513945
326834;1;EDITORIAL DE LA UNIVERSIDAD NACIONAL DE MAR DEL PLATA;9781-873671-00-9
327743;1;BIBLOS;0-0000-0000-0
328049;1;KATZ;0-0000-0000-0
328168;1;EDITORIAL DE LA UNIVERSIDAD CATÓLICA DE CÓRDOBA;0-8436-1072-7
328245;21;WORLD SCIENTIFIC PRESS;978-9814656610
328611;1;EDITORIAL UNIVERSIDAD NACIONAL DE QUILMES;978-987-558-405-1
329881;39;T.M.C. ASSER/SPRINGER;0-0000-0000-0
329909;1;UNIVERSIDAD NACIONAL DE QUILMES/PROMETEO - COLECCIÓN: LAS CIUDADES Y LAS IDEAS;0-8436-1072-7
330191;1;PROMETEO;0-8436-1072-7
330631;1;EUDEM;978-987-4440-63-1
330852;1;MARCIAL PONS;9788497684415
331234;82;BLOOMSBURY T & T CLARK;978-0-56768-656-5
331615;41;UNIVERSITA DEL SALENTO;978-88-8305-136-4
331781;1;HUMANITAS, FFYL, UNT;950-554-332-8
332123;31;VERVUERT;0-0000-0000-0
332367;82;HELION PUBLISHING;1911628704
332442;33;LA CINQUIÈME COUCHE;978-2-39008-039-8
332534;1;EDITORIAL UNRN;0-8436-1072-7
332556;35;HUYGENS;978-84-15663-980
332572;1;UNIVERSIDAD VIRTUAL DE QUILMES;978-987-774-020-2
332604;1;LA GAZETA FEDERAL;9789874577214
332609;1;UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO;9789876300490
332610;35;EDITORIAL ACADÉMICA ESPAÑOLA;978-613-9-089284
357775;1;CENGAGE;978-987-1486-73-1
357782;1;TINTA LIBRE EDICIONES;9789877080926
358007;1;UNGS, UNDAV;9789876303590
358053;1;TINTA LIBRE EDICIONES;978-987-708-341-5
358294;1;LA LEY;978-987-03-2529-1
358453;1;SIGLO XXI;978-987-629-896-4
358815;1;FCV UNNE;9789873619168
358816;1;ARGONAUTA;978-950-9282-81-0
358817;1;TEMAS;978-987-3887-06-2
358903;1;EDIFYL;978-987-575-175-0
358965;1;FLOR DE LOTO;978-950-698-398-7
359075;1;AUTONOMÍA;978-987-42-9648-1
359084;35;PUV;978-1-873671-00-9
359415;1;UNIVERSIDAD NACIONAL DE MORENO;978-987-3700-95-8
359422;558;CONDOR PRODUCTION LTD.;978-988-18199-5-6
359424;21;ITUNES APPLE;978-987-778-707-8
359427;1;SS&CC EDICIONES ( FACULTAD DE FILOSOFÍA Y LETRAS - UNCUYO);978-987-3835-45-2
359779;35;EDITORIAL ACADEMICA ESPAÑOLA;978-3-639-78273-8
359934;1;MEDITERRÁNEA;978-987-1537-78-5
359935;1;CÁMARA ARGENTINA DEL LIBRO;978-987-783-289-1
359936;1;ESPACIO EDITORIAL;978-950-802-432-9
359938;1;PAIDOS;9789501297836
359941;1;DIRECCIÓN GENERAL DE PATRIMONIO, MUSEOS Y CASCO HISTÓRICO;9789871358540
360133;1;MUNICIPALIDAD DE PUERTO YERUÁ;0-0000-0000-0
360136;1;MIÑO Y DÁVILA Y UNSAM EDITA;978-84-17133-85-6
360304;1;GRÁFICA DEL SUR - UNIVERSIDAD NACIONAL DE VILLA MARÍA;978-987-4993-02-1
360305;1;NMOSYNE;978-987-1829-42-2
360474;1;ENCUENTRO GRUPO EDITOR;978-987-779-005-4
360480;1;LA LEY;9789870336938
360481;1;EDITORIAL DE LA UNIVERSIDAD NACIONAL DE LA PLATA (EDULP);978-950-34-1873-4
360483;1;FADU UBA;978-987-42-9564-4
360492;1;UNIVERSITAS - EDITORIAL CIENTÍFICA UNIVERSITARIA;978-987-572-050-3
360656;1;UNPAEDITA;978-987-3714-58-0
360876;1;EDITORIAL ESTUDIO;9789508976024
360877;1;ESTUDIO;978-950-897-595-9
360886;1;CORPUS;9789509030978
361111;1;EDITORIAL DE LA UNL;0-1234-5678-9
361112;35;EDITORIAL ACADÉMICA ESPAÑOLA;9783639603798
361319;1;UNIVERSIDAD AUTÓNOMA DE ENTRE RIOS;978-987-23846-2-3
361441;1;EDICIONES INTA;9789876791861
361443;1;EDITORIAL DE LA UNIVERSIDAD NACIONAL DE QUILMES;978-987-558-550-8
361446;1;FACULTAD DE MEDICINA;978-987-754-165-6
361448;1;UNIRÍO;978-987-688-261-3
361636;1;..;978-987-4948-00-7
361638;1;IUA;978-987-86-1388-8
361639;1;IUA;978-987-86-1392-5
361640;1;EDICIONES COOPERATIVAS;978-987-652-2021
361802;1;EDICIONES UNL;9789876578547
361805;1;WINOGRAD;978-987-4472-01-4
361806;1;DUNKEN;978-987-763-610-9
361815;3;BIBLIOTECA/UNICAMP;978-85-85783-70-9
361944;1;EDULPAM;9789508633538
362007;1;EDUNLPAM;978-950-863-353-8
362010;1;MINISTERIO DE EDUCACIÓN. SUBSECRETARÍA DE PLANEAMIENTO E INNOVACIÓN EDUCATIVA.;9789875497320
362216;1;EDITORIAL DE LA FACULTAD DE FILOSOFÍA Y LETRAS;978-987-4923-19-6
362222;1;EDIUNJU;978-950-721-518-6
362225;1;UNIVERSIDAD NACIONAL DE TUCUMAN;978-987-754-101-4
362347;1;EDIUNJU;9789873926495
362355;1;ACES;0-0000-0000-0
362495;1;FACULTAD DE DERECHO, UNIVERSIDAD DE BUENOS AIRES;978-950-897-596-6
362497;35;TIRANT LO BLANCH;9788491905059
362498;1;RAGIF EDICIONES;978-987-46718-6-8
362499;1;UNIRÍO EDITORA,;978-987-688-321-4
362502;1;DELTA EDITORA;9789871698554
362741;1;ORGANIZACIÓN DE ESTADOS IBEROAMERICANOS;978-987-3753-56-5
362747;1;FUNDACIÓN YPF;978-987-4153-11-1
362748;31;EDITORIAL ACADÉMICA ESPAÑOLA;978-3-659-04489-2
362749;1;TESEO PRESS;9788409093151
362750;1;MINISTERIO DE EDUCACIÓN CIENCIA Y TECNOLOGÍA DE LA NACIÓN;978-950-00-0655-2
362824;1;UNIVERSIDAD CATÓLICA DE CÓRDOBA;978-987-602-919-3
362827;31;REDACTUM HTTPS://WWW.EDITORIAL-REDACTUM.COM/SITE/INICIO/10;978-620-2-48524-1
362832;1;EDUNTREF;978-987-3679-40-7
363008;1;PROMETEO LIBROS;978-987-574-991-7
363009;21;BANCO MUNDIAL, NORDIC TRUST FUND;958-682-270-2
363020;1;UNIVERSIDAD NACIONAL DE LOMAS DE ZAMORA;987-9455-32-0
363021;1;ASOCIACIÓN DE PROFESORES DE FÍSICA DE LA ARGENTINA;9789872051259
363378;1;EDITORIAL DE LA UNIVERSIDAD CATÓLICA DE CÓRDOBA;978-987-602-418-1
363379;1;EDITORIAL DE LA UNIVERSIDAD CATÓLICA DE CÓRDOBA;978-987-602-423-5
363386;1;EL FUSTE EDITORIAL;9789874297518
363389;21;IEEE;978-1-7281-1403-3
363597;1;UNPA EDITA;978-987-3714-68-9
363608;35;EDITORIAL ACADÉMICA ESPAÑOLA;978-613-9-40944-0
363611;1;A DEFINIR;0-0000-0000-0
364034;1;ABACO DE PALMA;978-950-569-313-9
364037;1;DELREVÉS;978-987-3852-35-0
364038;35;EDITORIAL ACADÈMICA ESPAÑOLA;978-613-9-43587-6
364040;1;EDICIONES AVI;978-987-1924-41-7
364044;1;EDICIONES UNGS;978-987-630-438-2
364052;1;EUDEM;978-987-4440-58-7
364057;1;UNIVERSIDAD NACIONAL DE LOMAS DE ZAMORA;978-987-3839-04-7
364062;1;EDICIONES UNL;978-987-749-135-7
364063;1;EDICIONES UNL;978-987-749-133-3
364064;1;EDICIONES UNL;978-987-749-134-0
364065;1;EDICIONES UNL;978-987-749-136-4
364382;82;INTECH;978-1-78985-352-0
364395;1;EDITORIAL DE LA UNIVERSIDAD NACIONAL DE ROSARIO;978-987-702-319-0
364402;1;EDUNLU;9789873941405
364585;1;BUBOK;0-0000-0000-0
364591;1;PROMETEO LIBROS;978-987-574-983-2
364593;1;GRUPO EDITOR LATINOAMERICANO;978-987-781-002-8
364595;1;DISEÑO;978-987-4160-35-5
364643;45;SPRINGER INTERNATIONAL PUBLISHING;978-3-030-05596-7
364644;1;EDICIONES UNL;978-987-749-131-9
364645;1;UNAJ;978-987-3679-33-9
364646;21;PALGRAVE MCMILLAN;978-987-3896-41-5
364769;1;EDICIONES UNL;978-987-657-791-5
364918;35;MILENA CASEROLA;9-9999-9999-9
364921;1;EDITORIAL CIENTÍFICA UNIVERSITARIA - UNCA;978-987-661-284-5
364924;35;EDITORIAL ACADÉMICA ESPAÑOLA;978-613-9-40582-4
364925;35;EDITORIAL ACADÉMICA ESPAÑOLA;978-3-8443-4776-0
365114;1;GABRIELA GOLDER;9789877782585
365253;1;S/N;978-950-42-0188-5
365257;1;WOLTERS KLUWER;9788416781492
365404;1;EDICIONES SUÁREZ;978-987-1990-65-8
365412;1;EDUCO;978-987-604-523-0
365477;1;UNIVERSITARIA DE LA PLATA;978-987-595-295-9
365521;1;EDUCO;978-987-604-525-4
365522;1;EDUCO;978-987-604-524-7
365523;1;BISMAN EDICIONES;978-987-23711-1-1
365681;1;INTERMEDICA;978-950-555-474-4
365683;1;UNM EDITORA;978-987-782-008-9
365685;1;UNIVERSIDAD VIRTUAL DE QUILMES;978-987-774-021-9
365686;35;LA CATARATA;978-84-9097-379-0
365687;1;SAIJ;978-987-4196-78-1
365930;1;INSTITUTO NACIONAL DE TECNOLOGÍA AGROPECUARIA. I.N.T.A.;978-987-521-988-5
366116;1;CC&SS;978-1-873671-00-9
366122;1;EUDEBA;978-950-23-1881-3
366138;1;EDUNLA;0-0000-0000-0
366942;82;UNEP;9781108707664
366950;1;UNICEN;978-987-4901-14-9
366975;1;EDUCO;978-987-604-526-1
366984;1;UNIPE EDITORIAL UNIVERSITARIA;978-987-3805-42-4
366985;1;UNIPE EDITORIAL UNIVERSITARIA;0-0000-0000-0
366986;1;LA DOCTA IGNORANCIA;978-987-46856-8-1
366987;1;EDUPA;978-950-763-123-8
366990;1;CICCUS;978-987-693-047-5
367032;1;PUNTOAPARTE;978 987 783 746 9
367043;1;EDITORIAL AUTORES DE ARGENTINA;978-987-761-867-9
367046;1;CIFHA;978-987-783-816-9
367047;1;EDITORIAL UGD;978-987-25444-7-8
367049;7;UNAM, CEIICH;978-607-30-1096-2
367055;1;EDUNAM- EDITORIAL UNIVERSITARIA DE LA UNIVERSIDAD NACIONAL DE MISIONES;978-950-766-136-5
367056;1;IDEAS Y ESFUERZO SRL;978-987-3839-05-4
367650;1;CUADERNOS DEL ISCO - EDITORIAL DE LA UNIVERSIDAD NACIONAL DE LANÚS;978-987-4937-20-9
367651;1;CUADERNOS DEL ISCO - EDITORIAL DE LA UNIVERSIDAD NACIONAL DE LANÚS;978-987-4937-21-6
367652;1;EDUTECNE;978-987-1896-98-1
367700;1;EDUTECNE;978-987-4998-05-7
367759;1;EDITORIAL UNRN;978-987-4960-05-4
367760;1;EDICIONES INTA;978-987-521-921-2
367887;7;EDITORIAL DE LA UNIVERSIDAD DE GUADALAJARA;0-8436-1072-7
368061;1;UNLAM;978-987-3806-78-0
368064;1;ECOVAL EDICIONES;978-987-4003-28-7
368067;1;BIBLOS;978-987-691-725-4
368081;1;NUEVA EDITORIAL UNIVERSITARIA;978-987-733-085-4
368260;1;EDITORIAL UNIVERSIDAD CATÓLICA DE CUYO;978-987-3971-33-4
368262;1;PROGRAMA NACIONES UNIDAS PARA EL DESARROLLO;978-987-1560-16-5
368264;1;UNICOM-MERCOSUR;978-987-42-1313-6
368486;1;UNGS;978-1-873671-00-9
368495;1;SMA EDICIONES;978-987-45348-3-5
368677;1;LUGAR;978-950-892-571-8
368682;1;LETRA VIVA;978-950-649-840-5
368797;1;EDICIONES UNGS;978-987-630-413-9
368798;1;TANGO SIN FIN;978-987-46634-3-6
368800;1;UNIRIO;978-987-688-306-1
368803;1;MIÑO Y DÁVILA EDITORES;978-84-17133-69-6
368867;1;EDUCA;9789876203784
369036;1;HAMMURABI;9789507419652
369038;1;EUDENE;978-950-656-169-7
369041;1;EUDENE;0-0000-0000-0
369047;1;FDGS;978-987-86-0126-7
369049;1;LABORDE EDITORES;978-987-677-128-3
369050;1;UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO;978-987-630-411-5
369051;1;FOJA CERO LIBROS E IMPRESIONES;9789874055170
369052;35;EDITORIAL ACADÉMICA ESPAÑOLA;978-987-46104-1-6
369064;1;EDUNER (EDITORIAL DE LA UNVIERSIDAD NACIONAL DE ENTRE RÍOS);978-950-698-440-3
369266;1;EDITORIAL ESTUDIO;978-950-897-608-6
369267;1;PROMETEO;978-987-574-988-7
369273;574;GUMMERUS PRINTING;978-951-558-308-6
369274;1;CRI SOL;978-987-1209-26-2
369277;1;EUDEM;978-987-4440-52-5
369425;1;EDICIONES JURIDICAS;978-950-758-179-3
369506;1;EDUNLU;978-987-3941-28-3
369507;1;INICIA;9789874605535
369692;1;EDICIONES INTA;978-987-521-980-9
369753;1;MINISTERIO DE SALUD. PRESIDENCIA DE LA NACION;978-950-38-0106-2
369857;1;EDUVIM;978-1-873671-00-9
369860;389;EDITORIAL ACADÉMICA ESPAÑOLA;978-620-2-16085-8
370078;1;UNR EDITORA. EDITORIAL DE LA UNIVERSIDAD NACIONAL DE ROSARIO;978-987-702-320-6
370080;1;EDICON;978-987-660-220-4
370083;35;EDITORIAL ACADEMICA ESPAÑOÑA;3639602846
370087;1;EDITORIAL ACADÉMICA ESPAÑOLA;978-3-8454-8461-7
370089;3;ALAMEDA;978-85-7939-602-1
370090;1;CAPITAL INTELECTUAL;9789876144933
370091;1;CLAVES PARA TODOS;9789871181476
370092;1;CLAVES PARA TODOS;978-987-614-219-9
370093;1;UNIVERSIDAD NACIONAL DE QUILMES;0-8436-1072-7
370102;1;EDUNPAZ;978-987-4110-33-6
370104;1;BIBLOS - ARANDU;978-987-691-734-6
370106;1;TESEOPRESS;978-987-783-464-2
370346;1;EDUTECNE;978-987-4998-05-7
370624;1;FACPCE;978-987-27690-7-9
370625;483;SPRINGER;978-981-13-3749-9
370627;1;UNLAM;978-987-4417-34-3
370642;1;VIRTUDES EDITORIAL UNIVERSITARIA;978-987-1237-55-5
371016;1;UNR EDITORA;9789877023275
371019;1;UNMDP, FCEYS;978-987-544-881-0
371020;1;MINIO Y DÁVILA;978-1-873671-00-9
371021;1;KATZ EDITORES;978-987-4001-18-4
371024;1;THOMSON REUTERS - LA LEY;978-987-03-3717-1
371032;1;SIGLO XXI EDITORES;978-987-629-854-4
371222;1;EDITORIAL VIRTUAL ARGENTINA;978-987-24871-6-4
371504;1;PPC ARGENTINA;9789877402896
371505;1;"UNIVERSIDAD NACIONAL DE LA PLATA, FACULTAD DE HUMANIDADES Y CIENCIAS DE LA EDUCACIÓN; POSADAS: UNIVERSIDAD NACIONAL DE MISIONES; LOS POLVORINES: UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO.";978-987-630-415-3
371508;1;AULA TALLER;978-987-4180-47-6
371697;1;MASS;9789874256164
371702;35;COMARES;978-84-9045-796-2
371703;1;COLECCIÓN EXCURSUS, CENTRO DE INVESTIGACIONES FILOSÓFICAS;978-987-47272-1-3
371706;21;ACADEMIC PRESS (ELSEVIER);978-0-12-815655-1
371707;1;EDITORIAL UAP;978-987-765-022-8
371890;1;UNIVERSIDAD DE PALERMO;9789509887404
371894;1;EDITORIAL UNIVERSITARIA;978-950-746-267-2
371898;1;EDITORIAL UNIVERSITARIA, SECRETARÍA DE EXTENSIÓN, UNCA;978-950-746-267-2
371903;1;UNC;9789871751600
372198;1;FUNDACIÓN ALFONSO Y LUZ CASTILLO;978-987-46951-3-0
372202;1;RUBINZAL-CULZONI;978-987-30-1339-3
372203;1;EDICIONES UNGS;0-0000-00000
372349;5;FUNDACIÓN INTERAMERICANA CIENCIA Y VIDA;978-956-393-261-4
372463;35;PUBLICIA;978-620-2-43179-8
372464;1;DUNKEN;978-987-85-0085-0
372686;35;EDITORIAL ACADÉMICA ESPAÑOLA;978-613-9-43538-8
372687;35;EDITORIAL ACADÉMICA ESPAÑOLA;978-613-9-46846-1
372691;35;EDITORIAL ACADÉMICA ESPAÑOLA;978-613-9-40048-5
372692;1;MUNDO DE HADAS CATAMARCA;978-987-1702-99-2
372983;1;EDITORIAL CIENTÍFICA UNIVERSITARIA;978-987-661-320-0
372984;1;EDITORIALCIENTÍFICA UNIVERSITARIA DE LA UNIVERSIDAD NACIONAL DE CATAMARCA;978-987-661-320-0
372989;1;SIGLO XXI EDITORES;978-987-629-917-6
372993;1;UNIRÍO EDITORA. UNIVERSIDAD NACIONAL DE RÍO CUARTO;978-987-688-172-2
372997;1;EDICIONES FUNDACION TRES PINOS;978-987-45942-4-2
372998;8;CIUDAD DEL ESTE;978-987-3619-37-3
373165;1;UCEL;987-20249-1-X
373174;1;INTA;978-9875219861
373357;1;MARGEN;978-987-46719-4-3
373366;1;NORTE GRANDE;978-987-86-0084-0
373370;1;FAN EDICIONES;978-987-33-9189-7
373371;1;EDITORIAL DE LA UNIVERSIDAD NACIONAL DE LA PAMPA;978-950-863-362-0
373477;1;EDITORIAL PROMETEO;978-987-574-973-3
373479;1;DUNKEN;9875189189
373480;1;NOVEDADES EDUCATIVAS;978-987-538-649-5
373660;37;IIPE UNESCO;92-803-3246-5
373661;1;UNIVERSIDAD NACIONAL DE QUILMES;0-8436-1072-7
373746;1;LETRAS DEL SUR;978-987-44410-5-8
373934;1;UNIVERSIDAD NACIONAL DE QUILMES;978-987-558-572-0
373937;393;EDITORIAL ACADÉMICA ESPAÑOLA (EAE);978-620-0-01346-0
373942;1;EDITORIAL CIENTÍFICA UNIVERSITARIA;9789876613040
374160;1;EDITORIAL DE LA UNIVERSIDAD NACIONAL DE ROSARIO;978-987-702-333-6
374161;1;CON-TEXTO;978-987-730-408-4
374304;1;EDIUNJU;978-950-721-541-4
374306;1;UCCUYO;978-987-86-0412-1
374308;1;BIBLOS;978 987 691 737 7
374309;1;UCCUYO;978-987-86-0481-7
374310;31;AV AKADEMIKERVERLAG GMBH & CO. KG;978-620-0-01476-4
374311;1;CFI;978-987-510-081-7
374314;1;EDICIONES UNGS;978-987-630-407-8
374315;45;SPRINGER CHAM;978-3-030-22621-3
374387;1;EDITORIAL CIENTÍFICA UNIVERSITARIA DE LA UNIVERSIDAD NACIONAL DE CATAMARCA;978-987-661-317-0
374391;1;UNIVERSIDAD NACIONAL DE QUILMES;978-987-774-003-5
374394;436;EDITORIAL ACADÉMICA ESPAÑOLA;978-3-659-70174-0
374515;1;CIUDAD AUTÓNOMA DE BUENOS AIRES;978-987-4998-05-7
374516;1;CIUDAD AUTÓNOMA DE BUENOS AIRES;978-987-4998-05-7
374520;1;EDICIONES CGCYM - COLEGIO DE GRADUADOS EN COOPERATIVISMO Y MUTUALISMO DE LA REPÚBLICA ARGENTINA;978-987-4145-10-9
374692;1;CICCUS;978-987-693-775-7
374694;10;CARU;978-9974-641-25-9
374801;1;UNIVERSIDAD NACIONAL DE FORMOSA;978-987-1604-61-6
374802;1;BIBLOS;978-987-691-658-5
374808;1;RUMBO SUR;978-987-4474-20-9
374809;1;PUEBLO DE LA TOMA EDITORIAL;978-987-86-0375-9
374944;1;CENTRO INTERDISCIPLINARIO DE ESTUDIOS EN CIENCIA, TECNOLOGÍA E INNOVACIÓN;978-987-4193-33-9
374945;1;CENTRO INTERDISCIPLINARIO DE ESTUDIOS EN CIENCIA, TECNOLOGÍA E INNOVACIÓN;978-987-4193-31-5
374946;1;EUDEBA;978-950-23-2863-8
374947;1;MOGLIA EDICIONES;9789876193269
374948;1;EDUTECNE.;978-987-4998-06-4
374949;1;ASTREA;978-987-706-277-9
374954;1;EDICIONES COOPERATIVAS;978-987-652-204-5
375108;1;EDICIONES Z;9789874494306
375110;1;UNI RIO EDITORA;9789876881715
375243;1;UNIVERSIDAD NACIONAL DE LA MATANZA2019;978-987-4417-42-8
375404;1;TESEOPRESS;978-987-783-725-4
375405;1;FUNDACIÓN OSDE;978-987-4008-40-4
375460;1;EDICIONES DE LA PAZ;978-987-1671-36-6
375464;1;CLACSO;978-987-722-411-5
375620;1;PROSA AMERIAN EDITORES;978-987-729-455-2
375623;1;UNIVERSIDAD NACIONAL DE QUILMES;978-1-873671-00-9
375626;1;IPEHCS;0-0000-0000-0
375785;4;KLASSE EDITORIAL;978-9-585639-41-6
375787;1;EDITORIAL CIENTIFICA UNIVERSITARIA DE LA UNIVERSIDAD NACIONAL DE CATAMARCA;9789876613170
375789;393;EDITORIAL ACADÉMICA ESPAÑOLA;978-620-0-01894-6
375934;1;INSTITUTO DE INVESTIGACIONES GEOGRÁFICAS;978-987-1548-97-2
375935;1;SOLSONA EDITORES;978-987-33-9712-7
375936;1;UNIVERSITARIA- UNIVERSIDAD NACIONAL DE MISIONES;978-950-579-491-1
375942;1;ILIADA.COM.AR;978-987-783-821-3
375956;35;EDITORIAL ACADÉMICA ESPAÑOLA;978-620-2-14217-5
375959;1;UCCUYO;978-987-86-0525-8
375961;1;EDUNLA;978-987-4937-12-4
376098;1;LA LEY;978-987-03-2401-0
376099;1;LIBRERÍA CÍVICA;978-987-3678-15-8
376100;1;LA LEY;978-987-03-3401-9
376253;82;CAMBRIDGE SCHOLARS PUBLISHING;1-4438-9769-8
376254;1;RECOVECOS;9789874433190
376258;21;WILEY BLACKWELL;978-1-118-56845-3
376260;1;UNR EDITORA;978-987-702-314-5
376261;1;REVÉS DE LA TRAMA;978-987-46806-2-4
376473;82;CRC PRESS;9780815366485
376474;1;EDICON - FONDO EDITORIAL DEL CONSEJO;978-987-741-113-3
