producto_id;pais_edicion_id;editorial;isbn
202544;1;EDITORIAL DEL CEA;978-987-1751-61-7
202601;1;PEARSONS;978-987-1130-64-1
202627;1;EDITORIAL CENTRO DE ESTUDIANTES DE INGENIERÍA TECNOLÓGICA;978-987-1978-30-4
202641;1;UNPAEDITA;978-987-3714-69-6
202748;1;EDICIONES UNIVERSIDAD NACIONAL DEL LITORAL (PROYECTO PRESENTADO, EN EVALUACIÓN);978-987-508-954-9
202769;1;EUDENE;950-656-057-9
202985;1;ALFAOMEGA;978-987-1609-529
203543;1;SECRETARÍA DE PUBLICACIONES DE LA UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO;978-987-630-328-6
207366;1;GESMAR;978-987-42-8653-6
210275;1;ACADEMIA NACIONAL DE LA HISTORIA;978-987-1288-60-1
211469;1;BIBLOS;978-987-691-618-9
216283;1;EDITORIAL DE LA UNIVERSIDAD NACIONAL DE QUILMES,;978-987-558-521-8
324670;1;EDUPA;978-987-1937-94-3
324671;1;UNAJ;9789873679308
324673;1;PROHISTORIA EDICIONES;978-987-4963-05-5
324679;1;EDUCA;9789876203708
324682;1;PUBLIFADECS;978-987-4459-06-0
324683;1;EDUCO;978-987-604-511-7
325092;1;ESPACIO EDITORIAL;978-950-802-346-9
325113;1;FACULTAD DE HUMANIDADES;978-3-7329-0129-6
325126;1;MIÑO Y DÁVILA EDITORES;978-84-17133-23-8
325132;1;UNIDAD DE PUBLICACIONES DEL DEPARTAMENTO DE CIENCIAS SOCIALES DE LA UNQ. SERIE CURSOS.;978-987-558-390-0
325141;1;BIBLIOTEX;978-987-42-9403-6
325150;393;EDITORIAL ACADEMICA ESPAÑOLA;9786202259606
325154;1;UNLAM;9789874417121
325155;1;EDITORIAL UNRN;978-987-3667-60-2
325156;1;UNIVERSIDAD NACIONAL DE VILLA MARÍA;978-987-1697-43-4
325157;1;AVESOL;978-987-42-7075-7
325165;1;UNIRÍO;978-987-688-251-4
