producto_id;pais_edicion_id;editorial;isbn
201253;21;TRAFFORD;978-1490711669
201280;1;BRUJA;978-987-591-294-6
201312;1;UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES - REUN;0-8436-1072-7
201338;1;MUSEO DE ANTROPOLOGIA E IDACOR CONICET;9789503310588
201349;1;MINISTERIO DE EDUCACIÓN DE LA NACIÓN;978-950-00-1056-6
201360;1;COPY - RAPIDO;978-987-27823-5-1
201361;1;FOJA CERO (EN CD);978-987-1018-92-5
201366;1;UNIVERSIDAD NACIONAL ARTURO JAURETCHE;978-987-27924-5-9
201382;1;FONCYT;978-950-605-770-1
201385;1;FACULTAD DE FILOSOFÍA Y HUMANIDADES;978-950-33-1106-6
201425;1;ASOCIACIÓN COOPERADORA FACULTAD DE CIENCIAS MÉDICAS -DE LA UNIVERSIDAD NACIONAL DE CUYO;978-987-26966-5-8
201444;1;UNIVERSIDAD NACIONAL DE CÓRDOBA;978-950-33-1001-4
201472;1;EDUCC;978-987-626-221-7
201473;1;EUDECOR;978-987-1536-35-1
201491;1;TALLER GENERAL DE IMPRENTA UNC;978-950-33-1144-8
201492;1;EDUVIM;978-987-699-094-3
201493;1;TALLERES GRÁFICOS DE LA UNIVERSIDAD DE MORÓN;978-950-9474-75-8
201507;1;FACULTAD DE CIENCIAS ECONÓMICAS DE LA UNC;978-987-1436-73-6
201510;1;PARTICULAR;978-987-33-4722-1
201511;1;UNIVERSIDAD NACIONAL DE LA PLATA;978-950-34-1132-2
201513;1;PROMETEO;978-987-574-615-2
201514;1;IMAGO MUNDI;978-950-793-168-0
201515;39;SPRINGER;978-3-319-00517-1
201516;1;EDUNLPAM;978-950-863-203-6
201518;7;ALFAOMEGA GRUPO EDITOR;978-987-1609-35-2
201519;1;UNGS;9789876301916
201520;1;INTA;978-987-521-455-2
201522;21;DEMOS MEDICAL;978-1-936287-28-4
201523;1;ABELEDO PERROT;978-950-20-2524-7
201524;1;SUÁREZ, UNIVERSIDAD NACIONAL DE MAR DEL PLATA (EUDEM);978-987-544-521-5
201526;1;NUEVA EDITORIAL UNIVERSITARIA;978-987-1852-86-4
201528;1;UNIVERSIDAD NACIONAL DE QUILMES;978-987-558-290-3
201529;1;UNIVERSIDAD NACIONAL DE LA PATAGONIA AUSTRAL;978-987-1242-95-5
201530;1;UNIRÍO;978-987-688-057-2
201532;1;INTA;978-987-679-302-5
201540;1;UNIVERSIDAD NACIONAL DE LANUS;978-987-33-5207-2
201542;1;CÓRDOBA;978-987-1494-40-8
201545;1;EDUTECNE - UNIVERSIDAD TECNOLÓGICA NACIONAL;978-987-1896-15-8
201550;1;EDITORIAL DE LA FACULTAD DE FILOSOFÍA Y LETRAS DE LA UBA;9789873617034
201552;1;EDUNTREF;978-987-1889-24-2
201556;1;UNIVERSIDAD NACIONAL DE SAN JUAN;978-950-605-781-7
201557;1;ANTIGUA;978-987-28949-8-6
201558;3;EDIFAPES;978-85-7892-050-0
201559;1;EDICIONES DE PERIODISMO Y COMUNICACIÓN (EPC);978-950-34-1046-2
201560;1;CYANGRAFIC;978-987-28060-0-2
201561;1;UNIVERSIDAD NACIONAL DE CÓRDOBA;978-950-33-1077-9
201566;1;EDITORIAL FUNDACIÓN UNIVERSIDAD NACIONAL DE SAN JUAN - EFU -;978-950-605-739-8
201567;1;UNSJ;978-950-605-777-0
201569;1;IICOM Y EPC (FPYCS-UNLP);978-950-34-1045-5
201573;1;EDIUNS;978-987-1907-64-9
201579;1;RITA GAJATE - FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES;978-950-34-1128-5
201580;3;EMBRAPA;978-85-7035-174-6
201582;31;SPRINGER-VERLAG;978-3-642-39595-6
201589;1;FERREYRA EDITOR;978-987-1742-49-3
201594;1;PUÑO Y LETRA;978-987-29593-4-0
201595;1;PIXEL;978-987-27536-9-6
201604;1;FACULTAD CIENCIAS AGROPECUARIAS. UNCBA;
201606;1;FAC. CS VETERINARIAS UBA;0-8436-1072-7
201607;1;MINISTERIO DE SALUD DE LA NACIÓN;978-950-38-0155-0
201608;1;EDUNLPAM;978-950-863-204-3
201610;1;OPFYL (FACULTAD DE FILOSOFÍA Y LETRAS/UBA);978-987-1785-81-0
201611;1;MUSEO DE HISTORIA NATURAL DE SAN RAFAEL;978-987-29262-0-5
201612;39;SPRINGER NETHERLANDS;978-94-007-5491-1
201613;1;UNIRIO EDITORA;978-987-688-051-0
201614;1;UNIVERSIDAD NACIONAL DEL LITORAL;978-987-657-851-6
201615;1;ASOCIACIÓN ARGENTINA DE MICROBIOLOGÍA;978-987-26716-1-7
201616;1;PROHISTORIA;978-987-1855-36-0
201617;31;SPRINGER;978-94-007-5466-9
201619;1;EDICIONES NOVEDADES EDUCATIVAS;978-987-538-359-3
201620;1;EPC, EDICIONES DE PERIODISMO Y COMUNICACIÓN;978-987-1985-01-2
201623;1;EDITORIAL TEMAS;9789871826452
201626;1;NUEVA EDITORIAL UNIVERSITARIA. UNIVERSIDAD NACIONAL DE SAN LUIS;978-987-1852-72-7
201627;1;UNAJ;
201628;1;CCC EDUCANDO;978-987-9419-95-3
201631;1;IIDYPCA/UNRN;978-987-28950-1-3
201632;1;INSTITUTO DE INVESTIGACIONES EN COMUNICACIÓN;978-950-34-0899-5
201633;1;UNIVERSIDAD NACIONAL DEL LITORAL;978-987-657-850-9
201636;1;EDUNER;978-950-698-305-5
201637;1;DIRECCIÓN DE RECURSOS NATURALES, PROVINCIA DE MENDOZA;0 0000 0000 0
201638;1;MAVE EDITORA;978-987-9367-97-1
201639;1;BRUJAS;978-987-591-360-8
201641;1;AKADIA;978-987-570-172-4
201643;1;EDUTECNE;978-950-9064-73-7
201645;1;UNIVERSIDAD NACIONAL ARTURO JAURETCHE;978-987-29188-6-6
201646;1;EDITORIAL DE LA UNIVERSIDAD NACIONAL DEL NORDESTE EUDENE;9789506561505
201648;1;FORSCHUNG EDITORES;9789872907204
201652;4;FUNDACIÓN KONRAD ADENAUER;978-1-958574-56-0
201653;570;SPRINGER;978-3-319-02114-0
201654;1;RECTORADO UNCA;
201655;1;UNIRÏO;978-987-688-045-9
201657;7;SIGLO XXI;978-607-03-0480-4
201658;1;PUEBLO HEREDERO;978-987-27393-0-0
201660;1;UNIVERSIDAD NACIONAL ARTURO JAURETCHE;978-987-27924-9-7
201662;1;CORPUS LIBROS MÉDICOS Y CIENTÍFICOS;978-987-1860-15-9
201663;1;EDIUNS;978-987-1907-00-7
201665;7;ALFAOMEGA;9786077075547
201666;1;DUNKEN;978-987-02-4020-4
201667;1;EDITORIAL UNQ;978-987-558-254-5
201675;31;LOGOS VERLAG;0-8436-1072-7
201676;1;AKADIA;9789875701465
201678;1;FACULTAD DE CIENCIAS AGROPECUARIAS-U.N.C;
201679;1;INSTITUTO NACIONAL DE TEATRO (INT);978-987-27365-0-7
201680;1;NUEVA EDITORIAL UNIVERSITARIA;978-987-1852-64-2
201693;1;UNIVERSIDAD VIRTUAL DE QUILMES;978-987-1856-45-9
201698;1;SSY CC, LAS HERAS, MENDOZA;978-950-9064-91-1
201702;1;-;978-950-605-676-6
201703;1;ASOCIACIÓN COOPERADORA FACULTAD DE LENGUAS;978-987-1308-92-7
201707;1;ASOC. COOPERADORA FAC. CS. ECONOMICAS UNC;978-987-1436-76-7
201710;1;UNMDP-RED INFEIES;978-987-544-392-1
201711;1;UNPA EDITA;978-987-1242-94-8
201712;1;INDALO;
201713;1;UNIVERSIDAD NACIONAL DE LA MATANZA;978-987-1635-63-4
201714;1;PROHISTORIA;9789871855131
201715;1;17GRISES EDITORA;978-987-1724-14-7
201718;1;EDIUNS;978-987-1907-57-1
201719;39;ELSEVIER;978-0-444-56364-4
201720;1;BFRT;978-987-28707-3-7
201722;1;INTI;978-950-532-214-5
201723;21;SCALABRINI INTERNATIONAL MIGRATION NETWORK;978-09841581-8-8
201724;1;EDICIONES LUXEMBURG;9789871709243
201725;1;UNR EDITORA;978-987-702-014-4
201726;1;MENDOZA;
201727;1;EDULP;
201729;1;MINISTERIO DE EDUCACIÓN DE LA NACIÓN;978-9500009546
201730;35;UNIÓN EDITORIAL;978-84-7209-612-7
201731;1;EDITORIAL MÉDICA PANAMERICANA;978-950-06-0303-4
201732;1;UNICEF - UNESCO;978-92-806-4663-4
201734;1;IMAGO MUNDI;978-950-793-146-8
201827;1;ALIANZA GATO ANDINO;
201844;1;FACULTAD DE CIENCIAS AGROPECUARIAS-U.N.C;
201851;21;ACM;978-1-4503-2456-4
201860;1;UNIVERSIDAD DE LA MATANZA;978-987-1635-79-5
201868;1;UNIVERSIDAD TECNOLÓGICA NACIONAL;978-950-42-0150-2
201874;1;EDITORIAL DE LA FACULTAD DE ARQUITECTURA, URBANISMO Y DISEÑO DE LA UNIVERSIDAD NACIONAL DE CÓRDOBA;978-987-1494-36-1
201877;1;IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC;978-1-4799-1098-4
201879;31;DICTUS PUBLISHING;978-3-8473-8637-7
201882;1;BMPRESS;978-987-1500-18-5
201884;31;DICTUS PUBLISHING;978-3-8473-8638-4
201885;1;UNLAM;978-987-1635-77-1
201898;1;RHESIS;978-987-27375-6-6
201900;1;INDALO;
201901;1;EDUNER;950-698-171-X
201903;1;FCE-UBA;978-950-29-1394-0
201904;1;NUEVA EDITORIAL (UNSL);978-987-1852-81-9
201905;1;.;978-950-605-763-3
201913;1;AIQUE GRUPO EDITOR;978-987-06-0447-1
201915;1;EDITORIAL CIENTÍFICA DE LA UNIVERSIDAD NACIONAL DE CATAMARCA;978-987-661-151-0
201921;1;UNIVERSIDAD NACIONAL DE MAR DEL PLATA;978-987-544-518-5
201955;1;UNR;978-987-702-076-2
201957;1;SANTILLANA;978-950-46-3141-5
201960;1;ERREPAR;978-987-01-1550-2
201966;1;EDITORIAL UNIVERSITARIA, UNAM;978-950-579-279-5
201969;1;OBSERVATORIO DE DERECHOS HUMANOS DE PUEBLOS INDÍGENAS;0-0000-0000-0
201970;1;PROYECTO HABITAR;978-987-28434-0-3
202003;1;LETRA VIVA;9789506495114
202008;1;UNL;978-987-657-893-6
202010;1;EDIUNS;978-987-1620-78-4
202011;1;EUDEBA;978-950-23-2117-2
202013;1;ECU;978-987-661-137-4
202014;1;FOJAS CERO;
202015;1;NUEVA EDITORIAL UNIVERSITARIA-SAN LUIS;978-987-1852-18-5
202031;1;EDITORIAL ASOCIACIÓN DE PROFESORES DE LA FACULTAD DE CIENCIAS EXACTAS E INGENIERÍA;978-987-27693-4-5
202032;1;EUDEBA;978-950-23-2151-6
202037;1;EL TABAQUILLO;978-987-1834-27-3
202043;1;UNIVERSIDA NACIONAL LA PLATA;978-987-692-023-0
202047;1;UNL;978-987-657-861-5
202049;1;ZETA EDITORES;978-950-774-236-1
202050;1;GRÁFICA KOGAN;978-987-29855-0-9
202052;31;ACADEMIA NACIONAL DE CIENCIAS DE BUENOS AIRES (SERIE ESTUDIOS);978-987-537-070-8
202053;1;EDITORIAL DE LA UNIVERSIDAD NACIONAL DE BUENOS AIRES;978-950-29-1472-5
202054;21;CSREA PRESS;1-60132-258-5
202069;21;WILEY -CONTRATO FIRMADO NOVIEMBRE 2011, EN PREPARACIÓN;9781118302545
202072;1;ÁREA TRANSDEPARTAMENTAL DE FOLKLORE;978-987-27863-9-7
202073;1;NOVEDADES EDUCATIVAS;978-987-538-378-4
202074;39;SPRINGER;978-94-007-4362-5
202081;1;UNIVERSIDAD NACIONAL DE LA MATANZA;978-987-1635-23-8
202082;1;ASOCIACIÓN COOPERADORA FACULTAD DE CIENCIAS ECONÓMICAS. UNC;978-987-1436-80-4
202084;1;INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA;978-987-521-479-8
202097;1;EDULP. EDITORIAL DE LA UNIVERSIDAD DE LA PLATA;978-987-1985-20-3
202102;1;UNIVERSIDAD NACIONAL DE LA PLATA;978-950-34-0973-2
202104;1;EUDECOR;978-987-1536-36-8
202105;1;EDITORIAL UNIVERSIDAD DE FLORES;978-987-710-015-0
202106;1;MAGNA;978-950-554-825-5
202109;1;EDUCO  EDITORIAL DE LA UNIVERSIDAD NACIONAL DEL COMAHUE;978-987-604-363-2
202113;5;ED. MAGISTER FISICA MEDICA - UNIVERSIDAD DE LA FRONTERA;
202114;1;EDITORIAL DE LA UNIVERSIDAD NACIONAL DE LA PLATA (EDULP);978-987-1985-19-7
202140;1;EDUNT;978-987-1881-47-5
202144;1;EDICIONES DE PERIODISMO Y COMUNICACIÓN;978-950-34-1012-7
202145;1;CONSEJO FEDERAL DE INVERSIONES;978-987-510-217-0
202147;1;EDIUNS;978-987-1907-28-1
202164;1;EDUCO;978 987 604 355 7
202168;1;UNCA;978-987-661-151-0
202173;1;JAGUEL;978-987-28900-4-9
202178;1;CENTRO INTEGRAL DE COPIADO;978-987-45309-0-5
202179;1;SECRETARIA DE INVESTIGACION Y POST GRADO ESCUELA TRABAJO SOCIAL DE LA UNIVERSIDAD NACIONAL CORDOBA;978-950-33-0993-3
202181;1;EDICIONES SANTILLANA S.A;978-950-46-3193-4
202184;1;UNIVERSIDAD NACIONAL DE TUCUMÁN;978-950-554-766-1
202204;1;NUEVA EDITORIAL UNIVERSITARIA;978-987-1852-78-9
202210;1;EDICIONES UNL;978-987-657-915-5
202217;1;TESEO;978-987-1867-88-2
202219;1;PREBI/SEDICI ? UNLP;978-950-34-0920-6
202221;1;ENCUENTRO GRUPO EDITOR - CÓRDOBA;987-591-355-3
202222;1;EDITORIAL DE LA FACULTAD DE ARQUITECTURA, URBANISMO Y DISEÑO DE LA UNIVERSIDAD NACIONAL DE CÓRDOBA;978-987-1494-39-2
202223;1;EDICIONES SUAREZ;978 987 544 487 4
202224;1;PROMETEO LIBROS;978-987-1635-73-3
202226;1;EDULP LA PLATA;978-987-1985-03-6
202230;1;AUTOR;978-987-33-3821-2
202231;1;NORMA-KAPELUZ;978-950-13-0473-2
202233;1;UNIVERSIDAD NACIONAL DE CATAMARCA;978-987-661-139-8
202235;1;INGRESO;978-987-98330-1-8
202236;1;BRUJAS;987-591-365-0
202237;1;FACULTAD DE FILOSOFÍA Y HUMANIDADES- UNIVERSIDAD NACIONAL DE CÓRDOBA;
202254;1;ECI - UNC;978-950-33-1050-2
202262;1;PROMETEO LIBROS;978-987-574-586-5
202264;1;EDICIONES EPC;978-950-34-0957-2
202267;1;UNIVERSIDAD NACIONAL DE MAR DEL PLATA;978-987-544-506-2
202268;1;UNLP;978-950-34-1025-7
202269;1;UNIVERSIDAD VIRTUAL DE QUILMES;978-987-1856-58-9
202271;39;SPRINGER VERLAG;978-94-007-5097-5
202274;1;UNIVERSIDAD NACIONAL DE CÓRDOBA;
202275;3;ALL PRINT EDITORA;978-85-411-0277-3
202276;1;BRUJAS;978-987-591-370-7
202277;1;SECRETARÍA GENERAL DE LA PRESIDENCIA/PNUD;978-987-97017-3-7
202301;1;LUCRECIA;978-987-720-014-0
202302;1;PROMETEO;978-987-1635-74-0
202305;1;ASOCIACIÓN COOPERADORA DE LA FACULTAD DE LENGUAS - UNC;978-987-3614-02-6
202308;8;CEADUC. UNIVERSIDAD CATÓLICA DE ASUNCIÓN;978-99953-76-67-3
202309;1;BRUJAS;978-987-591-416-2
202317;1;BRUJAS;978-987-591-405-6
202318;1;UNIVERSITAS. EDITORIAL CIENTÍFICA UNIVERSITARIA;978-987-572-080-0
202320;1;LABORDE EDITOR;978-987-677-052-1
202321;1;BRUJAS;987-591-364-2
202332;1;BRUJAS;987-591-361-8
202338;1;A CONFIRMARSE;
202361;1;CAFÉ DE LAS CIUDADES;978-987-25706-8-2
202366;1;IMPRENTA DORREGO;9789872818258
202369;1;EDUNLPAM;978-950-863-191-6
202374;1;FACULTAD DE FILOSOFÍA Y LETRAS;978-950-774-233-0
202375;1;KAPELUZ EDITORA;978-950-13-1022-1
202376;1;INTA;978-987-679-199-1
202382;1;EDICIONES INTA;978-987-679-201-1
202383;1;BANCO HIPOTECARIO - RIEM;978-987-29989-2-9
202384;1;CAPITAL INTELECTUAL;978-987-614-365-3
202386;1;FUNDACIÓN ARCOR-FUNDACIÓN WALTER BENJAMIN;978-987-22254-8-3
202387;1;HARAVEK;978-987-27160-2-8
202388;1;UNIVERSITAS CÓRDOBA, ARGENTINA;978-987-1457-76-2
202399;35;BIBLIOTECA VIRTUAL MIGUEL DE CERVANTES;
202405;1;UNIVERSIDAD NACIONAL DE CÓRDOBA;
202424;31;EDITORIAL ACADEMICA ESPAÑOLA;978-3-659-00593-0
202436;1;EDITORIAL FEDUN;978-987-3640-01-8
202437;1;UNIVERSIDAD NACIONAL DEL LITORAL;
202438;1;EUDEBA;978-950-23-2143-1
202440;1;DEPARTAMENTO DE PUBLICACIONES FAUD- UNSJ;
202441;1;COLIHUE;
202442;1;UNIVERSIDAD NACIONAL DE QUILMES;978-987-1856-52-7
202443;1;NOVEDUC - EDIUNS;
202466;1;FACULTAD DE FILOSOFÍA Y LETRAS;978-987-3617-18-8
202469;1;PUBLICACIONES DE LA FACULTAD DE FILOSOFÍA Y LETRAS;978-987-1785-99-5
202471;1;EDITORIAL FACULTAD DE AGRONOMIA;978-987-29338-1-4
202472;1;SSYCC;978-950-9064-68-3
202473;1;FACULTAD DE BELLAS ARTES;978-950-34-0995-4
202481;39;SPRINGER;978-3-319-01924-6
202484;1;FONDO DE LAS NACIONES UNIDAS PARA LA INFANCIA (UNICEF). FACULTAD DE FILOSOFÍA Y HUMANIDADES, UNIVERSIDAD NACIONAL DE CÓRDOBA;978-88-6522-023-8
202485;39;SPRINGER;
202486;1;LA LIBRERÍA DE LA CIENCIA;
202487;1;EDULP;978-950-34-0968-8
202488;1;FAIA;1491099232
202489;21;HUMANA PRESS;978-1-62703-561-3
202500;4;COEDICIÓN PONTIFICIA UNIVERSIDAD JAVERIANA-LA CRUJÍA;
202515;1;UNRN - UNCO;978-987-26198-8-6
202525;1;UNMDP;978-987-544-530-7
202526;1;EDITORIAL DESALVO;978-987-22242-2-6
202527;1;FACULTAD DE CIENCIAS AGROPECUARIAS;
202528;1;AD HOC;978-950-894-963-9
202529;1;CAPITAL INTELECTUAL;9789876144186
202530;1;MEGA COPY CENTRO DE COPIADO;
202539;1;FONDO DE CULTURA ECONÓMICA;
202540;1;FONDO DE CULTURA ECONÓMICA;
202541;1;EDULP;
202542;1;INTA;
202543;1;ÁREA DE TECNOLOGÍA EDUCATIVA, FFYH, UNC;
202560;1;UNC-FO;978-950-33-1097-7
202564;1;PROSAP;978-987-1996-07-0
202565;1;SIGMA;9789871601202
202581;1;SARQUÍS;978-987-1702-37-4
202582;1;ASOCIACIÓN DE PROFESORES E INVESTIGADORES DE HISTORIA DEL DERECHO Y FACULTAD DE DERECHO UNIVERSIDAD DE CUYO;978-987-575-114-9
202583;1;GRAFI-K,;
202585;35;UNIVERSIDAD AUTÓNOMA DE BARCELONA;
202586;82;COLLEGE PUBLICATIONS, KING'S COLLEGE (LONDON) IN CONJUNCTION WITH THE SERIES CAHIERS D´ÉPISTEMOLOGIE;
202587;1;BIBLOS;978-987-691-163-4
202588;1;ED. FAMAF - UNIV. CORDOBA;
202589;35;UNIVERSIDAD DE BARCELONA;978-84-475-3728-0
202590;1;UBP;
202591;1;DPTO DE EDUCACIÓN A DISTANCIA;9789873840029
202592;1;UNLPAM - CECARA;
202593;1;EDIUNS;978-987-1907-32-8
202614;1;EUDEBA;978-950-23-2137-0
202615;1;COMO UN AJÍ;978-987-33-3837-3
202616;1;FUERA DE FOCO;
202617;1;EDITORIAL DE LA FACULTAD DE AGRONOMÍA UBA;978-987-29338-0-7
202618;1;UNC;
202632;1;UNIVERSIDAD NACIONAL DE LA PLATA;978-950-34-1082-0
202633;1;FACULTAD DE PSICOLOGÍA - UNIVERSIDAD NACIONAL DE MAR DEL PLATA;978-987-544-614-4
202634;1;EDUNLPAM;978-950-863-196-1
202660;1;CONSEJO FEDERAL DE INVERSIONES;978-987-510-212-5
202661;5;UNIVERSIDAD AUSTRAL DE CHILE;
202662;1;UNIVERSIDAD NACIONAL DE QUILMES;978-987-558-285-9
202663;1;LA LEY;978-987-03-2344-0
202664;1;EDICIONES HABER CIENCIAS ECONÓMICAS;978-987-25960-8-8
202665;1;AREA MEDIOS AUDIOVISUALES- FACULTAD DE ODONTOLOGIA- UNC;978-950-33-1095-3
202666;1;ASOCIACIÓN COOPERADORA FACULTAD DE CIENCIAS ECONÓMICAS;978-987-1436-84-2
202667;1;UNIVERSITARIA UNAM;978-950-579-298-6
202668;1;EL AUTOR;
202689;1;PROSECRETARÍA DE RELACIONES INTERNACIONALES DE LA UNIVERSIDAD NACIONAL DE CÓRDOBA;
202690;35;UNIVERSIDAD DE NAVARRA;
202691;35;SERVICIO DE PUBLICACIONES DE LA UNIVERSIDAD DE NAVARRA;978-94-007-5655-7
202692;1;CONSEJO FEDERAL DE INVERSIONES;
202693;1;EDICIONES LUMIERE SA;
202694;1;EDICIONES LUMIERE SA;978-987-603-106-6
202713;1;EDUPA;978-987-1937-22-6
202717;1;UNIVERSIDAD NACIONAL DE TUCUMÁN;978-987-29230-1-3
202722;1;MIGUEL TRÉSPIDI EDICIONES;978-987-27603-3-5
202723;1;NUEVA TRILCE;9-78987-281903-3
202755;1;UNIVERSIDAD NACIONAL DE LUJÁN;978-987-9285-43-5
202756;7;SECRETARÍA DE EDUCACIÓN. GOBIERNO DEL ESTADO DE JALISCO. MÉXICO.;978-607-96125-2-8
202757;1;ASOCIACIÓN ARGENTINA DE MICROBIOLOGÍA;978-987-26716-4-8
202758;1;EDITORIAL CIENTÍFICA UNIVERSITARIA DE LA UNCA.;987-661-150-X
202759;515;INTECH;978-953-51-0932-7
202760;1;ERREPAR;978-987-01-1500-7
202761;1;UNIVERSIDAD NACIONAL ARTURO JAURETCHE;
202762;1;NUEVA EDITORIAL UNIVERSITARIA;9789871852826
202763;1;BIBLOS;9789876912013
202764;1;EDUCC;
202766;1;UNICEF;978-88-6522-0238
202767;1;UNT;
202768;1;SAB-SOCIEDAD ARGENTINA DE BIOFÍSICA;978-987-27591-2-4
202770;1;CÁNTARO DE PIEDRA;978-987-45053-0-9
202771;1;CLACSO;978-987-1891-87-0
202772;1;IES SIGLO 21;978-987-600-257-8
202773;1;EDUNTREF;
202774;1;CENGAGE LEARNING;9789871486977
202776;1;EDICIONES MEGÁFONO;
202815;1;SAN PABLO;9789870903475
202816;1;UNIVERSIDAD NACIONAL DEL COMAHUE - FAC. DE CS. DE LA EDUCACIÓN;978-987-604-339-7
202817;1;ASOCIACIÓN ARGENTINA DE SOCIOLOGÍA JURÍDICA;
202849;21;ROUTLEDGE, TAYLOR AND FRANCIS GROUP;978-0-415-82433-0
202853;1;EDICIONES INTA;978-987-679-274-5
202854;1;FACULTAD DE FILOSOFÍA Y LETRAS. UNIVERSIDAD DE BUENOS AIRES;978-987-1785-86-5
202855;1;EDUNT;978-987-1881-19-2
202857;1;INTA;978-987-521-452-1
202859;1;EDITORIAL COMUNICARTE;9789876022712
202922;1;FUNDACIÓN AVINA;
