producto_id;pais_edicion_id;editorial;isbn
201232;1;EDITORIAL DE LA UNIVERSIDAD NACIONAL DE RÍO NEGRO;978-987-3667-24-4
201243;1;EDITORIAL UNIVERSITARIA DE LA PATAGONIA;978-987-1937-60-8
201245;1;LA LEY- THOMSON REUTERS;978-950-20-2680-0
201252;1;EDIUNJU;978-987-3926-00-6
201255;1;UNGS;978-987-630-034-6
201257;1;TESEO;978-987-723-061-1
201258;1;RHESIS;978-987-27375-7-3
201259;45;SPRINGER;1-1111-1111-1
201261;1;INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA;978-987-521-684-6
201263;1;FACULTAD DE FILOSOFÍA Y HUMANIDADES;978-950-33-1212-4
201264;1;EUDEBA;978-950-23-2536-1
201267;1;LIBROS FAHCE;978-950-34-1308-1
201271;82;OXFORD UNIVERSITY PRESS;978-0-19-323200-6
201277;1;EL GALENO;978-987-28267-5-8
201278;1;ESPACIO EDITORIAL;978-950-802-395-7
201279;1;ED.RAGO;978-987-3946-01-1
201283;1;EUDEM / UNMDP;978-987-1921-43-0
201284;1;LA LEY;978-987-03-2893-3
201292;7;BENEMÉRITA UNIVERSIDAD AUTÓNOMA DE PUEBLA;978-607-525-009-0
201297;1;ACLDGA;978-987-45606-0-5
201314;1;CLACSO - INSTITUTO DE INVESTIGACIONES GINO GERMANI;978-987-722-066-7
201316;1;TINTA FRESCA;9789873422423
201322;1;CENTRO EDITOR DE CÓRDOBA;978-987-29545-1-2
201323;1;INFOJUS . EDITORIAL MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS DE LA NACIÓN,;978-987-3720-25-3
201324;1;MALISIA;978-987-25232-4-4
201325;1;FONDO EDITOR DR. EDGARDO SEGISMUNDO ALLIGNANI;0-0000-0000-0
201328;1;EDICIONES DEL AULA TALLER;978-987-1309-17-7
201330;1;HEMISFERIO SUR;0-0000-0000-0
201332;1;INTA;978-987-521-620-4
201334;1;UNC;978-950-33-1210-0
201335;1;UNIVERSIDAD NACIONAL DE LA PLATA;978-950-34-1294-7
201336;1;EDITORIAL FUNDACIÓN UNIVERSIDAD NACIONAL DE SAN JUAN;978-950-605-816-6
201339;31;ACADEMIC PUBLISHING GMBH & CO. SAABRÜCKEN, ALEMANIA;978-3-659-00588-6
201341;1;EUDEBA;978-950-23-2443-2
201343;1;IMPRENTA DE LA FACULTAD DE MEDICINA-UNT;950-554-267-4
201344;1;BMPRESS;978-987-1500-20-8
201345;1;UNPA;9789873714108
201346;1;FUNDACIÓN PARA EL DESARROLLO DE LAS CIENCIAS JURÍDICAS;978-987-25298-6-4
201347;1;EDITORIAL FUNDACIÓN UNIVERSIDAD NACIONAL DE SAN JUAN;978-950-605-817-3
201351;1;CORPUS EDITORIAL Y DISTRIBUIDORA;978-987-1860-10-4
201352;1;UNR EDITORA;9789877020939
201353;1;EDITORIAL CIENTIFICA UNIVERSITARIA;9789876611626
201354;1;FAHCE-UNLP;978-950-34-1171-1
201355;39;SPRINGER;978-94-017-9663-7
201357;7;ALFAOMEGA;9789871609680
201373;1;UNIVERSIDAD NACIONAL DE MORENO;0-0000-0000-0
201375;1;SUAREZ EDITORIAL;978 987 544 588 8
201378;1;UNIVERSIDAD NACIONAL DE RÍO NEGRO;978-987-3667-08-4
201380;1;ASOCIACIÓN COOPERADORA DE LA FACULTAD DE LENGUAS - UNC;978-987-3614-19-4
201383;1;UNIVERSIDAD NACIONAL DE CÓRDOBA;978-950-33-1184-4
201386;1;UNLP. EDULP;0-0000-0000-0
201387;1;ASOCIACIÓN COOPERADORA FACULTAD DE LENGUAS;978-987-3614-17-0
201388;1;CIENCIA DERECHO Y SOCIEDAD. EDITORIAL DE LA FACULTAD DE DERECHO Y CIENCIAS SOCIALES DE LA UNIVERSIDAD NACIONAL DE CORDOBA.;978-987-575-114-9
201389;82;BRITISH ARCHAEOLOGICAL REPORTS;9781905739141
201390;1;DOCUPRINT;978-987-699-192-6
201392;6;ABYA YALA;978-1-873671-00-9
201394;35;HYPERMEDIA EDICIONES;9781514390801
201397;1;DE LA FACULTAD DE FILOSOFÍA, HUMANIDADES Y ARTES;978-950-605-801-2
