proyecto_id;proyecto_fuente;titulo;fecha_inicio;fecha_finalizacion;resumen;moneda_id;monto_total_solicitado;monto_total_adjudicado;monto_financiado_solicitado;monto_financiado_adjudicado;tipo_proyecto_id;codigo_identificacion;palabras_clave;estado_id;fondo_anpcyt;cantidad_miembros_F;cantidad_miembros_M;sexo_director
13340;CONICET;Estudios preparativos, espectroscópicos y estructurales de sistemas químicos inorgánicos;2011/01/01 00:00:00.000;2013/12/31 00:00:00.000;Se realizarán estudios espectroscópicos de diferente naturaleza, utilizando como herramientas principales las espectroscopias de infrarrojo y Raman, sobre compuestos pertenecientes principalmente al campo de la química inorgánica. Los compuestos de mayor interés son los nitrosilos de metales de transición, algunas moléculas covalentes relativamente sencillas y también algunas sustancias relacionadas con las apatitas. Desde el punto de vista básico interesa avanzar en el entendimiento de la naturaleza de los enlaces entre los átomos involucrados y en el conocimiento estructural de los compuestos elegidos, a través de las espectroscopias antes señaladas. La información espectroscópica se complementará con estudios estructurales como los realizados mediante la difracción de rayos X o neutrones en sólidos y de la difracción de electrones en fase gaseosa. Se recurrirá asimismo a otras espectroscopias (UV-visible, resonancia magnética nuclear) y a los análisis térmicos (TGA, DTA) de los sólidos en estudio. Tendrá particular importancia la modelización de los sistemas en estudio por medio de los cálculos teóricos basados en las técnicas de la Química Cuántica que provean un sustento a las interpretaciones de los datos experimentales.;1;36000.0;36000.0;36000.0;36000.0;22;11220100100327CO;"espectroscopia; nitrosilo; moléculas covalentes";1;;4;1;M
13388;CONICET;Evaluación del efecto de nanomateriales en organismos acuáticos y terrestres;2011/01/01 00:00:00.000;2013/12/31 00:00:00.000;Los nanomateriales pueden tener un impacto negativo sobre la salud pública y los ecosistemas. El desafío para evaluar su toxicidad reside en que las propiedades físicas y químicas difieren marcadamente con las que presentan las sustancias de igual composición pero mayor tamaño. A medida que disminuye el tamaño, aumenta significativamente la superficie específica, llevando a un gran incremento en la reactividad. Además, su tamaño conduce a una movilidad inusual en organismos y en el ambiente. En consecuencia las clásicas relaciones dosis-respuesta no alcanzan para evaluar adecuadamente su toxicidad. Se considera que las nanopartículas pueden ejercer sus efectos adversos mediante la generación de especies reactivas de oxígeno. Alternativamente, pueden alcanzar al sistema nervioso afectando enzimas clave en procesos de neurotransmisión, como la acetilcolinesterasa. Otros estudios han mostrado que nanopartículas de uso comercial pueden producir daño al ADN,  afectando la función celular, y causar muerte celular. La presente propuesta pretende evaluar algunos de los posibles efectos tóxicos de ciertos nanomateriales en organismos acuáticos y terrestres. Se seleccionaron dos especies de anélidos reconocidas como bioindicadoras para estudios de evaluación de toxicidad de aguas o suelos. Se efectuarán bioensayos agudos, bajo condiciones controladas de laboratorio, exponiendo a los organismos a nanopartículas de tamaño y propiedades físico-químicas caracterizados. Se aplicará una batería de parámetros biomarcadores relacionados con procesos de estrés oxidativo (tanto de naturaleza enzimática como no-enzimática) o biomarcadores de neurotoxicidad (actividad de colinesterasa). También se evaluará citotoxicidad y daño al ADN (Ensayo de tiempo de retención del rojo neutro y ensayo cometa). Paralelamente evaluará cómo se afecta el destino y los efectos tóxicos de contaminantes metálicos (Cd, Pb, Ni, Tl) por la presencia simultánea de nanomateriales, para esclarecer su posible rol en procesos de remediación. Se realizarán bioensayos agudos exponiendo a los organismos a nanopartículas frente a niveles de metales de relevancia ambiental. Se determinará el potencial de bioacumulación en las especies en estudio. La bioacumulación se evaluará por tratamiento de la materia orgánica y cuantificación por espectrometría de absorción atómica. Se ensayarán algunos de los biomarcadores mencionados a fin de establecer sus posibles correlaciones con los niveles de metales acumulados.;1;36000.0;36000.0;36000.0;36000.0;22;11220100100357CO;"nanomateriales; Lumbriculus variegatus; Eisenia andrei";1;;4;2;F
13416;CONICET;Actividad de extractos y compuestos aislados de plantas medicinales sobre el metabolismo antioxidante de linfocitos normales, tumorales y macrófagos ante estrés  oxidativo inducido por H2O2;2011/01/01 00:00:00.000;2013/12/31 00:00:00.000;"El peróxido de hidrógeno (H2O2) se relaciona con citotoxicidad y efectos mutagénicos durante la inducción de estrés oxidativo; hay evidencias que sugieren la participación del H2O2 en la transducción de señales intracelulares involucradas en la modulación de la apoptosis y de la proliferación celular tanto en cáncer como en procesos inflamatorios. Los  cambios en la actividad de las enzimas como superoxido dismutasa, catalasa y peroxidasa, jugarían un rol muy importante en los estados de salud y enfermedad a través de la modulación de los niveles de H2O2. Teniendo en cuenta los antecedentes antioxidantes y antiproliferativos de Tilia x viridis, Larrea divaricata e Ilex paraguariensis y los antecedentes antiinflamatorios de Urtica dioica y Urtica circularis se plantea el estudio de la actividad de extractos crudos y compuestos aislados de estas especies, sobre los mecanismos antioxidantes (SOD, CAT y PER) de linfocitos normales, tumorales y macrófagos activados con LPS, sometidos a estrés oxidativo inducido por H2O2. Específicamente se propone estudiar: el efecto del H2O2 sobre la proliferación, viabilidad celular, metabolismo antioxidante de linfocitos normales y tumorales y sobre macrófagos estimulados y sin estimular con LPS, evaluando las señales intracelulares relacionadas con el control proliferación /apoptosis y el efecto de los extractos y/o compuestos puros sobre  los diferentes tipos celulares sometidos al efecto del H2O2 evaluando los parámetros anteriores. Para llevar a cabo el proyecto se realizaran cultivos “ in vitro”  de linfocitos murinos normales y tumorales en presencia y ausencia de H2O2  y de macrófagos en presencia de LPS y H2O2  ya sea solos o sometidos a la acción de los extractos y/o compuestos a estudiar; se evaluaran los efectos sobre  la proliferación celular, actividad de macrófagos y señales intracelulares involucradas con el control de la proliferación celular y la inflamación, a través de técnicas de cultivo celular, westernblot con anticuerpos monoclonales, métodos espectrofotométricos, ELISA, citometría de flujo.  Se espera dilucidar el mecanismo molecular de,  extractos y/o compuestos obtenidos a partir de las plantas mencionadas, de amplia distribución y uso medicinal en la Argentina., en la modulación del H2O2,  y determinar  el rol del mismo y de las enzimas antioxidantes en la fisiopatología del cáncer, con el fin de encontrar nuevos compuestos en la terapéutica contra el cáncer y contra los procesos inflamatorios";1;90000.0;90000.0;90000.0;90000.0;22;11220100100007CO;"PEROXIDO DE HIDROGENO; LINFOMA; EXTRACTOS DE PLANTAS";1;;4;1;F
13444;CONICET;La influencia de la memoria autobiográfica y la inteligencia cultural sobre la toma de decisiones en contextos caracterizados por la diversidad cultural y la incertidumbre;2011/01/01 00:00:00.000;2013/12/31 00:00:00.000;"Se realizará una investigación experimental desde un abordaje cuali-cuantitativo con el objetivo de analizar la influencia de la memoria autobiográfica y la inteligencia cultural sobre el tipo y la efectividad de la toma de decisiones en contextos caracterizados por la diversidad cultural y la incertidumbre.Más específicamente, se analizará el tipo de toma de decisiones (racional vs. intuitiva) de los militares con y sin experiencia en misiones de paz, según el nivel de incertidumbre del contexto, la clase de recuerdo utilizado para resolver el problema y la inteligencia cultural de los sujetos; determinando, además, si existen diferencias según género, edad y rol.Se parte de las siguientes hipótesis: a mayor incertidumbre del contexto, más efectiva será una decisión de tipo intuitiva; a mayor nivel de inteligencia cultural mayor será la probabilidad de tomar decisiones de este tipo; los recuerdos semánticos (juicios de conocer) serán más utilizados para tomar decisiones intuitivas (procesamiento sintético e integrativo) y los recuerdos autobiográficos (juicios de recordar), incidirán en mayor medida en las decisiones racionales (procesamiento analítico y secuencial).Con los datos sobre experiencias en contextos inciertos de personas que hayan regresado de una misión de paz, obtenidos en focus groups, se elaborarán situaciones experimentales de las que participará una muestra no probabilística intencional de 60 voluntarios de una misión de paz, por cuotas según posean o no experiencia en este tipo de misiones. Al inicio, se administrarán a los participantes dos instrumentos estandarizados: un cuestionario sobre memoria autobiográfica y una escala de inteligencia cultural. Luego, los participantes serán aleatorizados en dos grupos que afrontarán situaciones de alta y baja incertidumbre en escenarios simulados sobre los que deberán tomar decisiones; para finalmente, ser entrevistados en profundidad sobre su performance y sobre los recuerdos/ conocimientos en función de los cuales tomaron la decisión. La efectividad de la decisión será evaluada en función de la doctrina de Naciones Unidas.Los datos del abordaje cualitativo serán analizados por medio de categorías, utilizándose el software Atlas.ti; y los del abordaje cuantitativo serán analizados estadísticamente en función del nivel de medición de las variables, con el software SPSS.Se espera que los resultados contribuyan a clarificar las relaciones entre la memoria y el proceso de toma de decisiones.";1;36000.0;36000.0;36000.0;36000.0;22;11220100100449CO;"memoria autobiográfica; toma de decisión; inteligencia cultural";1;;1;2;F
13450;CONICET;Niñez indígena, alteridad y ciudadanía: Disputas contemporáneas en torno a los derechos del Niño y los Derechos indígenas en las provincias del Neuquén y Buenos Aires.;2011/01/01 00:00:00.000;2013/12/31 00:00:00.000;Actualmente es notable la progresiva incidencia del lenguaje de la Convención Internacional de los Derechos del Niño en los horizontes discursivos desplegados por diversos actores y agencias sociales. Sin embargo ¿de qué niño se trata al definir, debatir, garantizar o vulnerar sus derechos? ¿Qué derechos jerarquizan distintos actores sociales, y cómo los definen? ¿Cómo desde cada perspectiva involucrada, en contextos diferentes, se intersectan, solapan o articulan los diversos derechos en juego en la Argentina contemporánea?El presente proyecto se propone entonces examinar situaciones conflictivas en torno a las forma de tratar y proteger a los niños indígenas, para analizar los diversos sentidos e interfases entre los derechos del niño y los derechos indígenas -promovidos por parte de organizaciones indígenas, agencias estatales y no estatales dedicadas a la protección y/o educación de la infancia-, en los casos de niños mapuche de Neuquén y de niños toba de Gran Buenos Aires.Como punto de partida consideramos a la niñez como construcción socio-histórica y a los niños como sujetos sociales activos, posicionados y reflexivos cuyas prácticas y representaciones merecen ser analizadas, junto con las nociones de niñez que ponen en juego cotidianamente los diversos adultos e instituciones.Partiendo de la concepción gramsciana acerca de “lo hegemónico”, enfocamos el campo de la niñez como un ámbito heterogéneo, en el cual conviven y compiten aspectos contradictorios, existiendo intersticios de diversidad y cambio tanto en las prácticas como en las representaciones sociales. Teniendo en cuenta la capacidad de los “usuarios” de producir desplazamientos en las imágenes que reciben, analizaremos los “usos” (de Certau 1998) que hacen diversos actores sociales de la retórica de los Derechos del Niño y de los Derechos Indígenas. La particularidad del presente proyecto consiste en profundizar dicha línea de análisis, haciendo foco en cómo operan dichas disputas en el campo de la niñez indígena y cómo intervienen en ellas los propios niños.Para ello, proseguiremos con la labor de sistematización y exploración etnográfica emprendida por el equipo en 2008 (Proyecto “La investigación etnográfica con niños y niñas. Revisión y Exploración”, FFyL, UBA), analizando cómo dichos niños elaboran en su cotidianeidad las citadas tensiones, a fin de describir, analizar y sopesar el potencial de diversas estrategias metodológicas para el abordaje antropológico de la agencia infantil.;1;36000.0;36000.0;36000.0;36000.0;22;11220100100234CO;"NIÑEZ; HEGEMONÍA; DERECHOS DEL NIÑO Y DERECHOS INDÍGENAS";1;;8;0;F
13457;CONICET;“Estudio sociocrítico de la obra completa de Juan B. Terán”;2011/01/01 00:00:00.000;2013/12/31 00:00:00.000;"Juan B. Terán funda en 1914 la Universidad de Tucumán como una práctica de sus reflexiones acerca de la organización y la revisión de la cultura argentina y en especial del NOA. A cien años de estos acontecimientos, con la necesidad de revisar la evolución cultural tucumana y ante la ausencia de un estudio completo de la obra de Terán, encaramos este proyecto desde miradas diversas.	Este proyecto plantea contribuir al estudio de la cultura de Tucumán a través del rescate y revalorización de su obra completa, publicada por la UNT en 1980 en el corpus del macrotexto cultural del NOA. Se propone revelar las relaciones del pensamiento de Terán con el ideario de la Generación del Centenario y el campo intelectual argentino de la época; identificar las representaciones de nación y región en vinculación con la concepción de universidad, tradición, cultura hispánica, autóctona, inmigratorias y acontecer histórico.Partimos de la siguiente hipótesis: la obra de Terán diseña una propuesta de región-nación, historia, academia y escritura que se aproxima y se distancia al mismo tiempo del ideario del Centenario.	El plan de actividades y la metodología considerarán los siguientes items: - Relevamiento bibliográfico de la obra édita e inédita de Terán en archivos y bibliotecas públicas y privadas locales, nacionales y extranjeras.- Análisis de la obra desde la perspectiva de la sociocrítica, la semiótica y la sociología de la cultura.- Revisión del pensamiento del Centenario para establecer paralelos y contrastes, focalizando en particular las actividades culturales de dos hombres del NOA, Terán y Ricardo Rojas: la creación de la cátedra de Literatura Argentina en la UBA, la escritura de la primera historia de la literatura argentina y la creación de la Universidad de Tucumán- Revisión de la polémica región / nación.";1;180000.0;170000.0;180000.0;170000.0;22;11220100100240CO;"Centenario; Juan B. Terán; Nación-región";1;;3;2;F
13479;CONICET;INTERACCIÓN DE PARTÍCULAS ATÓMICAS  CON  SUPERFICIES                Y SÓLIDOS;2011/01/01 00:00:00.000;2013/12/31 00:00:00.000;Este proyecto está centrado en el estudio de los procesos que ocurren cuando partículas atómicas - átomos o iones - colisionan rasantemente con superficies sólidas o bien penetran en el interior del medio material. La investigación que se propone abarca los siguientes temas: colisiones  rasantes con superficies metálicas y aisladoras (tanto planares como axiales), difracción de átomos y moléculas desde superficies cristalinas, cálculo de probabilidades de emisión electrónica, de pérdida de energía del proyectil y de dispersión de energía,  colisiones con grafenos y con materiales complejos, como los blancos pesados, y transiciones electrónicas múltiples.  En  la mayoría de los casos se prevé que los resultados que se deriven sirvan para explicar mediciones de grupos experimentales del país y del exterior, con los que trabajamos en colaboración, ayudando de este modo a la comprensión de los mecanismos físicos que intervienen en los procesos de colisión. Deseamos remarcar que todos los temas propuestos son de gran vigencia a nivel internacional, siendo relevantes para la física básica y para aplicaciones tecnológicas. En particular, un tema de candente actualidad es la difracción de átomos rápidos desde superficies cristalinas bajo condiciones de impacto rasante, cuya observación fue reportada a comienzos del año 2007, y debido, por un lado, a lo inesperado del fenómeno, y por el otro, a su asombrosa sensibilidad con las propiedades superficiales, ha despertado un notorio interés.;1;190000.0;190000.0;190000.0;190000.0;22;11220100100332CO;"colision; superficie; solido";1;;1;3;F
13489;CONICET;Relación entre termodinámica y dinámica en líquidos sobreenfriados;2011/01/01 00:00:00.000;2013/12/31 00:00:00.000;El presente proyecto se propone realizar una serie de estudios numéricos sobre modelos de líquidos sobreenfriados en equilibrio y fuera del equilibrio. El objetivo es analizar la relación entre el comportamiento termodinámico (en particular la entropía) y el comportamiento dinámico (crecimiento del tiempo de relajación, aparición de heterogeneidades dinámicas). Utilizaremos simulaciones de dinámica molecular y Monte Carlo, analizando fluctuaciones en las cantidades dinámicas así como la dinámica y el calor específico de sistemas confinados en cavidades con condiciones de contorno amorfas. Esperamos de esta manera obtener información que contribuya a validar o refutar teorías rivales del líquido sobreenfriados. En particular, nuestros resultados serán altamente relevantas para poner a prueba lateoría aleatoria de primer orden, que recoge distintos avances teóricos desarrollados a lo largo de las últimas cuatro décadas.;1;180000.0;180000.0;180000.0;180000.0;22;11220100100024CO;"vidrios; líquidos sobreenfriados; dinámica lenta";1;;0;2;M
13507;CONICET;Comportamiento Crítico y Caos en Vidrios de Espín;2011/01/01 00:00:00.000;2013/12/31 00:00:00.000;En este proyecto se estudiará el comportamiento crítico y el caos en desorden y temperatura de modelos de Vidrios de Espín tipo Ising.  El principal objetivo es estudiar si hay un vínculo fuerte entre estas propiedades de equilibrio, y las características estructurales del estado fundamental (GS) de estos sistemas magnéticos desordenados. 	Debido a que el GS del modelo de vidrio de espín de Edwards-Anderson  (EA) para una distribución de enlaces +/-J es degenerado, es posible definir una estructura denominada  “backbone”.  En trabajos reciente, se ha mostrado que el backbone permite caracterizar adecuadamente las heterogeneidades observadas tanto en la dinámicas fuera del equilibrio así como en la estabilidad de la fase en el GS.  A partir de estos estudios, se ha propuesto que el comportamiento general de un vidrio de espín podría explicarse como una competencia entre dos componentes: una de tipo  ferromagnética, caracterizada por el backbone, y otra paramagnética, constituida por la región restante.  A esta conjetura se la puede denominar una  “backbone picture”. 	En este contexto, los objetivos específicos del proyecto pueden resumirse como sigue.  En primer lugar, se pretende estudiar el comportamiento crítico del modelo de EA +/-J en tres dimensiones (3D), separando al sistema en sus dos componentes principales (el backbone y su entorno).  También, siguiendo la misma metodología, se estudiará el caos en desorden y temperatura.  Por último, estos mismos estudios serán realizados sobre un modelo de vidrio de espín unidimensional cuyos enlaces están dados por una distribución que sigue una ley de potencias.    	El plan de actividades contempla tres etapas, en las cuales se realizarán detalladas simulaciones de Monte Carlo.  El primer año se estudiarán las distribuciones de los parámetros de orden para el modelo de EA +/-J.  También, para el modelo de EA con una distribución de enlaces Gaussiana, se realizará un estudio de una generalización de backbone válida para sistemas no degenerados.  En el segundo año se estudiará el caos en desorden y temperatura en estos dos modelos.  Finalmente, durante el tercer año se estudiará el vidrio de espín unidimensional para diferentes rangos de alcance de las interacciones.  Se espera mostrar que una backbone picture sólo es válida cuando las interacciones son de corto alcance, mientras que la teoría de campo medio describe adecuadamente la física del sistema en el régimen de largo alcance.;1;36000.0;36000.0;36000.0;36000.0;22;11420100100172CO;"VIDRIOS DE ESPÍN; CAOS; PROPIEDADES DEL ESTADO FUNDAMENTAL";1;;;;M
13518;CONICET;Imágenes de rayos X: técnicas de producción y procesamiento digital;2011/01/01 00:00:00.000;2013/12/31 00:00:00.000;El área de imágenes de rayos X está motivada por la fuerte demanda de especialistas en formación, procesamiento e interpretación de imágenes en diferentes ámbitos científicos y tecnológicos. Disponer de recursos humanos capacitados, resultará de vital importancia para la consolidación de los proyectos actuales de fortalecimiento de nuevas líneas de investigación como Microscopía Electrónica, Imaging y Física Médica, recientemente declaradas como áreas estratégicas en la política de crecimiento en FaMAF - U.N.C. La motivación principal del presente proyecto, que constituye a su vez el fundamental resultado esperado, es la consolidación de un grupo de investigación en el GEAN - FaMAF dedicado al X-ray Imaging (técnicas de adquisición y procesamiento de imágenes de rayos X), orientado a la resolución de problemáticas en diferentes campos de aplicación, principalmente en el ámbito del diagnóstico médico. Para ello, se espera desarrollar e implementar el instrumental específico para la adquisición de imágenes (convencional, no convencionales y tomográficas) de rayos X e integrarlo con un software específico de procesamiento matemático e interpretación de las mismas. Estos desarrollos servirán para profundizar la investigación, teórica y experimental, de los procesos físicos involucrados en la formación de imágenes de rayos X. Además, se desarrollarán tareas para la implementación de métodos de procesamiento digital y reconstrucción tomográfica 3D, y desarrollo de sistemas originales para la integración automatizada del proceso completo, y el software que integre todo estas subrutinas en un entorno amigable, que facilite su utilización y su transferencia. El desarrollo y puesta a punto de este instrumental en FAMAF dedicado al X-ray Imaging, constituirá una herramienta disponible a potenciales usuarios externos para investigación básica y aplicaciones varias, como así también facilitar la continuación y fortalecimiento de las actuales colaboraciones locales e internacionales de los investigadores involucrados (directa e indirectamente) con este proyecto. Esta facilidad será disponibilizada para la resolución de problemas concretos de otros ámbitos, principalemente, el diagnóstico médico. Además, también podrán considerarse los recursos humanos formados (doctores) para su transferencia a otros ámbitos para la suplir los requerimentos y demandas actuales necesarias para la modernización y mejoramiento del sistema científico y del ámbito médico en particular.;1;36000.0;36000.0;36000.0;36000.0;22;11420100100069CO;"Imágenes de rayos X; Procesamiento matemático; Diagnóstico médico";1;;;;M
