producto_id;tipo_parte_libro_id;pais_edicion_id;editorial;isbn;titulo_libro;pagina_inicial;pagina_final
138614;1;3;UNIVERSIDADE ESTADUAL DE PONTA GROSSA;978-85-7798-171-7;INTELECTUAIS E EDUCAÇÃO NO BRASIL E NA ARGENTINA;39;58
138621;1;1;EDITORIAL DE LA UNIVERSIDAD NACIONAL DEL SUR;9789871896165;PROCESOS FÍSICO-QUÍMICOS EN ESTUARIOS;259;287
138624;1;21;SPRINGER PUBLISHERS,;978-94-007-7217-5;Tumors of the Central Nervous System. Editor Hayat,MA.,;1;35
138628;1;1;UNIVERSIDAD NACIONAL DE QUILMES;9789871650439;Discurso, política y acumulación en el kirchnerismo;31;45
138737;1;1;UNIVERSIDAD NACIONAL DE LA MATANZA;978-987-1635-63-4;Contribuciones internacionales al desarrollo local y rural: hacia una agenda de investigación. Relatorias del Segundo Congreso Internacional de Desarrollo Local y Primeras Jornadas Nacionales en Ciencias Sociales y Desarrollo Rural (Universidad Nacional d;167;177
138744;1;1;LA LEY/ DEPARTAMENTO DE PUBLICACIONES DE LA FACULTAD DE DERECHO;978-987-03-2147-7;Contaminacion Fluvial. Temas Sudamericanos.;161;188
138792;1;1;BIBLOS;978-987-691-008-8;Atlas de las creencias religiosas en la Argentina;167;171
138817;1;1;LIBROSENRED;978-1-59754-787-1;Residuos sólidos: un enfoque multidisciplinario;443;487
138818;1;1;LIBROSENRED;978-1-59754-787-1;Residuos sólidos: un enfoque multidisciplinario;121;152
138870;1;1;LIBRARIA;978-987-26403-7-8;Instantáneas de la memoria. Fotografía y dictadura en Argentina y América Latina;7;44
138877;1;1;PROYECTO EDITORIAL;978-1-564737-6-25;Psicólogos en contextos educativos: diez años de investigación;84;92
138940;1;82;OXFORD UNIVERSITY PRESS;9780199589074;The Oxford Handbook of Internet Studies;378;400
138949;1;1;EDHASA;978-987-628-214-7;Atrapados por la imagen. Arte y política en la cultura visual argentina;255;277
138968;1;21;ROUTLEDGE;978-0-415-89609-2;Latin American Literacy and Numeracy Studies: Local perspectives and beyond;109;124
139013;1;1;EDICIONES DEL REVÉS;978-987-26776-6-4;Representación y participación en espacios locales;73;101
139040;1;515;INTECH OPEN;978-953-51-1120-7;Diesel Engine - Combustion, Emissions and Condition Monitoring;117;142
139041;1;21;NOVA SCIENCE PUBLISHERS, INC;978-1-62081-847-3;Soy: Nutrition, Consumption and Health;295;306
139048;1;1;EDITORIAL MUSEO DE HISTORIA NATURAL DE SAN RAFAEL;978-987-29262-0-5;Tendencias teórico-metodológicas y casos de estudio en la arqueología de Patagonia;297;305
139060;1;1;EDITORIAL MUSEO DE HISTORIA NATURAL DE SAN RAFAEL;978-987-29262-0-5;Tendencias teórico-metodológicas y casos de estudio en la arqueología de Patagonia;261;270
139065;1;21;NOVA SCIENCE PUBLISHERS;978-1-62417-660-9;Photodynamic Therapy: New Research;187;230
139082;1;1;ZEUS;978-950-664-110-8;ACTAS DEL SEGUNDO TALLER DE CIENCIAS AMBIENTALES;231;263
139106;1;1;AAM, EDITORES, GARCÍA DE SALAMONE, I.E. CASSAN F., PENNA C.,  VAZQUEZ S;978-987-26716-1-7;Rizosfera, Biodiversidad y Agricultura Sustentable.;215;239
139122;1;1;UNIVERSIDAD DE FLORES;978-987-29185-0-7;Impacto de la Investigación en la Universidad sobre la sustentabilidad Social y Ambiental;67;74
139135;1;1;FAUBA;978-987-27793-7-5;Fertilización de cultivos y pasturas. Diagnóstico y recomendación en la Región Pampeana;173;212
139137;1;1;ANTROPOFAGIA;978-987-1238-92-7;Padecer, cuidar, tratar. Estudios socio-antropologicos sobre consumo problemático de drogas;25;55
139144;1;1;BIBLOS;9789876910842;Historia, religiosidad popular y patrimonio cultural. Luján entre lo local y lo nacional. Patricia Fogelman, Mariela Ceva y Claudia Touris (coords.);9;23
139148;1;21;NOVA SCIENCE PUBLISHER;978-1-62618-999-7;Rheology: Theory, Properties and Practical Applications;271;284
139151;1;21;WILEY & SONS;978-1118121023;Advances in Food Sciences and Nutrition;1;40
139168;1;1;MINISTERIO DE SALUD DE LA NACIÓN ARGENTINA;978-987-29115-0-8;Vivienda, Salud y Ambiente;88;107
139172;1;21;NOVA PUBLISHERS;978-1-62618-119-9;Conducting Polymers: Synthesis, Properties and Applications;201;252
139176;1;21;RUTGERS UNIVERSITY PRESS;978-0-8135-6163-9;Forgotten Genocides;14;28
139178;1;1;IMAGO MUNDI;978-950-793-146-8;Migraciones e identidades en el mundo rural;155;179
139179;1;1;PROHISTORIA EDICIONES;978-987-1855-43-8;Corporaciones agrarias y políticas públicas en América Latina;161;191
139184;1;41;ETS;978-884673189-0;Screen savers. Cinema's preservation in the international scene;9;34
139185;1;1;MUSEO DE HISTORIA NATURAL DE SAN RAFAEL;978-987-29262-0-5;Tendencias teórico-metodolócias y casos de estudio en la Arqueología de Patagonia;289;296
139191;1;21;NOVA SCIENCE PUBLISHERS;978-1-873671-00-9;Parasites: Ecology, Management and Diseases;43;60
139197;1;515;INTECH;980-953-307-860-6;FOOD INDUSTRY;381;397
139202;1;1;CORPUS;978-987-1860-12-8;Aportes al conocimiento de la Enfermedad de Chagas. Una contribución desde la investigación clínica y básica regional;13;217
139203;1;1;CORPUS;978-987-1860-12-8;Aportes al conocimiento de la enfermedad de Chagas;153;166
139204;1;1;EDIUNS;978-987-1907-31-1;Itinerarios de la prensa: cultura política y representaciones en Bahía Blanca en el siglo XX;121;152
139205;1;1;INMET,;978-987-29115-1-5;Moluscos de interés sanitario en la Argentina;40;53
139209;1;21;SPRINGER-VERLAG BERLIN-HEIDELBERG-NEW YORK;978-3-642-33811-3;Fungi as Bioremediators;159;179
139216;1;1;UNIVERSIDAD NACIONAL DE MAR DEL PLATA;978-987-544-494-2;Vinculación Tecnológica. Volumen III. De la Universidad al Medio Socio Productivo;1;8
139227;1;1;PROHISTORIA;978-987-1855-38-4;Tierras Rurales. Políticas, transacciones y mercados en Argentina, 1780-1914;19;54
139232;1;1;UNIRIO (ISBN EN TRAMITE);978-987-688-051-0;Reserva natural urbana Bosque Autóctono El Espinal, explorando su Biodiversidad.;17;25
139244;1;1;SPRINGER;978-94-007-7090-4;Fusarium head blight in wheat in Latin-America;75;98
139245;1;1;SPRINGER;978-94-007-7090-4;Fusarium head blight in wheat in Latin-America;123;142
139249;1;1;EDITORIAL DE LA FACULTAD DE FILOSOFÍA Y LETRAS - UNIVERSIDAD DE BUENOS AIRES;978-987-1785-94-0;Estudios de Antropología Rural;201;239
139255;1;1;FACULTAD DE FILOSOFÍA Y LETRAS, UNIVERSIDAD DE BUENOS AIRES;978-987-1785-99-5;Psicolingüística en español. Homenaje a Juan Seguí;241;262
139265;1;1;SOCIEDAD ARGENTINA DE HIPERTENSIÓN ARTERIAL;;Hipertensión arterial: epidemiología, fisiopatología, clínica, diagnóstico y tratamiento;;
139270;1;1;EDITORIAL CIENTÍFICA UNIVERSITARIA;978-987-661-116-9;Producción Científica de la Facultad de Tecnología y Ciencias Aplicadas III;25;30
139275;1;1;BIBLIOTECA POPULAR AGUSTIN ALVAREZ;9789872158163;Miradas Geográficas de la Patagonia;303;316
139280;1;21;CRC PRESS 2013;978-1-4665-7873-9;Actinobacteria. Application in Bioremediation and Production of Industrial Enzymes;274;284
139283;1;21;CRC PRESS TAYLOR & FRANCIS GROUP;9781466505643;Marine Biomaterials: Isolation, Characterization and Applications;602;632
