producto_id;tipo_parte_libro_id;pais_edicion_id;editorial;isbn;titulo_libro;pagina_inicial;pagina_final
138534;1;21;NOVA SCIENCE PUBLISHERS, INC.;978-1-61942-188-2;Horizons in Neuroscience Research. Volume 7;141;157
138576;1;1;UNIVERSIDAD NACIONAL DE ROSARIO;978-987-702-076-2;Divulgación de la Producción Científica y Tecnologica;7;760
138649;1;1;EDIUNT;978-987-1881-52-9;FORMANDO EL ESPACIO PUBLICO: ASOCIACIONISMO Y POLITICA. SIGLOS, XIX y XX;79;100
138667;1;31;EDITORIAL  SPRINGER;978-1-4419-0466-9;Encyclopedia of Global Archaeology - Archaeology of Art Section;522;529
138674;1;1;SOCIEDAD ENTOMOLÓGICA ARGENTINA;978-987-21319-2-0;Biodiversidad de Artrópodos Argentinos volumen 3;21;34
138898;1;1;ASOC. COOPERADORA DE LA FAC. CS. ECONÓMICAS - UNC;978-987-3840-03-6;Manual Cátedra Curso de Nivelación Facultad de Psicología;191;195
139038;1;82;ARCHAEOPRESS. BAR IS 2643;978 1 4073 1282 8;Traceology today. Methodological issues in the Old World and the Americas;19;26
139051;1;1;EDINUC - EDITORIAL DE UNIVERSIDAD NACIONAL DE CUYO;978-950-39-0308-7;Arqueología de ambientes de Altura de Mendoza y San Juan (Argentina);101;125
139052;1;1;EDIUNC;978-950-39-0308-7;ARQUEOLOGÍA DE AMBIENTES DE ALTURA DE MENDOZA Y SAN JUAN (ARGENTINA);164;200
139053;1;31;SPRINGER;978-3-642-30017-2;Systems Biology of Oxidative Stress (SBOS): Free Radicals and Anti-oxidants;1787;1808
139063;1;1;EDIUNC;978-950-39-0301-8;Ventanas sobre el territorio.-;11;30
139130;1;1;UNIVERSIDAD NACIONAL DE LA MATANZA;978-987-3806-01-8;Anuario de Investigaciones: Resúmenes Extendidos 2012;37;42
139212;1;5;PONTIFICIA UNIVERSIDAD CATÓLICA DEL VALPARAÍSO;978-956-17-0593-7;Avances en Didáctica de la Química: Modelos y lenguajes;;
139213;1;1;LA LEY-ACTUALIDAD;978-987-03-2657-1;Responsabilidad Profesional de los Médicos. Ética, Bioética y Jurídica: Civil y Penal;777;798
139236;1;1;EDIUNC;978-950-39-0301-8;Ventanas sobre el territorio: herramientas teóricas para comprender las tierras secas.;117;122
