producto_id;pais_edicion_id;issn;eissn;pagina_inicial;pagina_final;revista;volumen;numero;tomo;doi;editorial;revista_sjr
681;7;2237-4256;;1;16;JOURNAL OF THE INTERAMERICAN SOCIETY FOR TROPICAL HORTICULTURE;57;;;;JOURNAL OF THE ISTH;NO INDEXADO
692;21;00218669;;651;660;JOURNAL OF AIRCRAFT;51;2;;10.2514/1.C032378.;AMER INST AERONAUT ASTRONAUT;Q1
699;21;0190-4167;;2185;2203;JOURNAL OF PLANT NUTRITION;38;;;;TAYLOR & FRANCIS INC;Q2
712;1;16687280;;30;35;REVISTA DE LA FACULTAD DE ODONTOLOGÍA DE LA UNNE;VI;2;;;FACULTAD DE ODONTOLOGÍA DE LA UNIVERSIDAD NACIONAL DEL NORDESTE ;NO INDEXADO
727;1;0328929X;;;;ESTUDIOS DE HÁBITAT;;13;;;FACULTAD DE ARQUITECTURA Y URBANISMO DE LA  UNLP;NO INDEXADO
739;35;22554505;;91;108;PASAVENTO. REVISTA DE ESTUDIOS HISPÁNICOS;;05;;;DEPARTAMENTO DE FILOLOGÍA - UNIVERSIDAD DE ALCALÁ;NO INDEXADO
744;1;0539242X;;99;121;INVESTIGACIONES Y ENSAYOS;;61;;;ACADEMIA NACIONAL DE LA HISTORIA;NO INDEXADO
752;1;18532063;;109;147;ESCRITOS CONTABLES Y DE ADMINISTRACIÓN;4;1;;;EDIUNS - EDITORIAL DE LA UNIVERSIDAD NACIONAL DEL SUR;NO INDEXADO
787;35;2174-0178;;;;AMERICANÍA: REVISTA DE ESTUDIOS LATINOAMERICANOS DE LA UNIVERSIDAD PABLO DE OLAVIDE DE SEVILLA;;3;;;DEPARTAMENTO DE HISTORIA, GEOGRAFÍA Y FILOSOFÍA DE LA UNIVERSIDAD PABLO OLAVIDE DE SEVILLA;NO INDEXADO
792;1;16683633;;67;81;TELAR;;13/1;;;UNIVERSIDAD NACIONAL DE TUCUMÁN;NO INDEXADO
801;1;;;;;REVISTA INDUSTRIAL Y AGRÃ­COLA DE TUCUMÃ¡N;;;;;ESTACIÓN EXPERIMENTAL AGROINDUSTRIAL OBISPO COLOMBRES;NO INDEXADO
808;4;;;1;6;LUNA AZUL;;40;;;UNIVERSIDAD NACIONAL DE CALDAS;NO INDEXADO
812;1;0327-1471;;121;134;CUADERNOS FHYCS-UNJU;50;;;;"UNIVERSIDAD NACIONAL DE JUJUY; FHYCS-UNJU";NO INDEXADO
824;1;1852060X;;23;44;REVISTA DEL MUSEO DE ANTROPOLOGÍA;8;1;;;EDITORIAL DE LA UNIVERSIDAD NACIONAL DE CÓRDOBA;NO INDEXADO
845;1;;;1;148;REVISTA ARGENTINA DE BIOSEGURIDAD;1;3;;;UNR EDITORA;NO INDEXADO
848;1;03271250;;135;148;XAMA;;;;;PUBLICACIONES DEL GRUPO DE ARQUEOLOGIA;NO INDEXADO
900;21;04866134;;70;89;REVIEW OF RADICAL POLITICAL ECONOMICS;;1;;;UNION OF RADICAL POLITICAL ECONOMICS;Q1
909;1;1514044X;;;;PENSAMIENTO DE LOS CONFINES;;;;;FONDO DE CULTURA ECONÓMICA;NO INDEXADO
927;1;03270793;;;;LATIN AMERICAN APPLIED RESEARCH;;;;;PLAPIQUI(UNS-CONICET);Q3
932;21;01652516;;116;158;INTERNATIONAL JOURNAL OF THE SOCIOLOGY OF LANGUAGE;;240;;;MOUTON;Q1
933;1;18530354;;131;141;ANUARIO DE INVESTIGACIONES DE LA FACULTAD DE PSICOLOGÍA;2;1;;;UNC;NO INDEXADO
950;1;;;85;98;REVISTA PSICO LOGOS;;23;;;DEPARTAMENTO DE PUBLICACIONES FACULTAD DE PSICOLOGÍA UNT;NO INDEXADO
951;1;18503381;;;;REVISTA CLANG;4;4;;;SECRETARÍA DE PUBLICACIONES DE LA FACULTAD DE BELLAS ARTES;NO INDEXADO
952;31;2195-3880;;397;408;JOURNAL OF CONTROL, AUTOMATION AND ELECTRICAL SYSTEMS;24;4;;10.1007/s40313-013-0052-z;SBA-SPRINGER;Q3
957;42;09067590;;;;ECOGRAPHY;;;;;WILEY-BLACKWELL PUBLISHING, INC;Q1
981;11;07980264;;;;ARCHIVOS VENEZOLANOS DE FARMACOLOGÍA Y TERAPÉUTICA;;;;;SOCIEDAD VENEZOLANA DE FARMACOLOGÍA CLÍNICA Y TERAPÉUTICA;Q4
988;4;23469269;;;;REVISTA AMBIENS;1;1;;;FREDY LÓPEZ PÉREZ;NO INDEXADO
1002;82;1526-498X;;751;756;PEST MANAGEMENT SCIENCE;70;;;10.1002/ps.3583;JOHN WILEY & SONS LTD;Q1
1004;21;1871-5206;;840;851;ANTI-CANCER AGENTS IN MEDICINAL CHEMISTRY;14;6;;10.2174/18715206113136660334;BENTHAM SCIENCE PUBL LTD;Q1
1006;21;10498850;;115;128;JOURNAL OF AQUATIC FOOD PRODUCT TECHNOLOGY;23;;;10.1080/10498850.2012.699021;HAWORTH PRESS INC;Q3
1007;39;0304-8853;;105;109;JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS;353;;;10.1016/j.jmmm.2013.10.031;ELSEVIER SCIENCE BV;Q2
1008;21;1099-1212;;1002;2392;INTERNATIONAL JOURNAL OF OSTEOARCHAEOLOGY;;;;10.1002/oa.2392; JOHN WILEY & SONS, INC.;Q1
1010;21;0011183X;;1;15;CROP SCIENCE;54;;;10.2135/cropsci2013.04.0275;CROP SCIENCE SOC AMER;Q1
1011;39;0300-9440;;213;218;PROGRESS IN ORGANIC COATINGS;77;;;10.1016/j.porgcoat.2013.09.008;ELSEVIER SCIENCE SA;Q1
1012;82;0021-8782;;469;481;JOURNAL OF ANATOMY;224;4;;10.1111/joa.12152;WILEY-BLACKWELL PUBLISHING, INC;Q1
1013;39;0013-4686;;124;129;ELECTROCHIMICA ACTA;118;;;10.1016/j.electacta.2013.11.188;PERGAMON-ELSEVIER SCIENCE LTD;Q1
1017;31;1613-4125;;289;300;MOLECULAR NUTRITION & FOOD RESEARCH;58;2;;10.1002/mnfr.201300362;WILEY-V C H VERLAG GMBH;Q1
1018;39;0001-706X;;16;16;ACTA TROPICA;131;;;10.1016/j.actatropica.2013.11.015;ELSEVIER SCIENCE BV;Q1
1019;61;23095288;;287;296;JOURNAL OF COASTAL LIFE MEDICINE;2;2;;;JOURNAL OF COASTAL LIFE MEDICINE EDITORIAL ;NO INDEXADO
1020;39;0034-5288;;204;212;RESEARCH IN VETERINARY SCIENCE;96;1;;10.1016/j.rvsc.2013.11.004;ELSEVIER SCI LTD;Q1
1021;39;0929-1393;;172;180;APPLIED SOIL ECOLOGY;75;;;10.1016/j.apsoil.2013.11.012;ELSEVIER SCIENCE BV;Q1
1022;21;1083-7450;;779;788;PHARMACEUTICAL DEVELOPMENT AND TECHNOLOGY;19;;;;TAYLOR & FRANCIS INC;Q2
1024;82;0959-8103;;258;265;POLYMER INTERNATIONAL;63;2;;10.1002/pi.4498;JOHN WILEY & SONS LTD;Q1
1025;21;0042-207X;;259;264;VACUUM;99;;;10.1016/j.vacuum.2013.06.013;PERGAMON-ELSEVIER SCIENCE LTD;Q2
1027;39;03043843;;205;215;HYPERFINE INTERACTIONS;224;;;10.1007/s10751-013-0844-3;SPRINGER;Q3
1028;31;0020-7136;;755;764;INTERNATIONAL JOURNAL OF CANCER. JOURNAL INTERNATIONAL DU CANCER.;134;4;;10.1002/ijc.28405;JOHN WILEY & SONS INC;Q1
1031;39;1567-1348;;216;222;INFECTION, GENETICS AND EVOLUTION;22;;;10.1016/j.meegid.2013.08.002;ELSEVIER SCIENCE BV;Q1
1032;5;07170297;;23;43;PSYKHE;23;1;;10.7764/psykhe.23.1.556; ESCUELA DE PSICOLOGÍA DE LA FACULTAD DE CIENCIAS SOCIALES DE LA PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE ;Q3
1033;21;1933-7191;;432;441;REPRODUCTIVE SCIENCES;21;4;;10.1177/1933719113504468;SAGE PUBLICATIONS INC;Q2
1035;39;00218502;;25;37;JOURNAL OF AEROSOL SCIENCE;68;;;10.1016/j.jaerosci.2013.11.003;ELSEVIER SCI LTD;Q1
1036;31;0921-8971;;1;10;JOURNAL OF APPLIED PHYCOLOGY;25;5;;10.1007/s10811-013-0170-9.;SPRINGER;Q1
1037;21;1932-6203;;1;10;PLOS ONE;9;2;;10.1371/journal.pone.0090393;PUBLIC LIBRARY SCIENCE;Q1
1038;21;10898603;;1;12;NITRIC OXIDE-BIOLOGY AND CHEMISTRY;37;10;;10.1016/j.niox.2013.12.006;ACADEMIC PRESS INC ELSEVIER SCIENCE;Q2
1039;39;0169-4332;;502;510;APPLIED SURFACE SCIENCE;289;;;10.1016/j.apsusc.2013.11.023;ELSEVIER SCIENCE BV;Q1
1041;21;0888-5885;;214;221;INDUSTRIAL & ENGINEERING CHEMICAL RESEARCH;53;;;10.1021/ie402652j;AMER CHEMICAL SOC;Q1
1042;31;18666280;;1953;1966;ENVIRONMENTAL EARTH SCIENCES;71;4;;;SPRINGER;Q1
1043;39;00313203;;158;168;PATTERN RECOGNITION;47;1;;10.1016/j.patcog.2013.06.012;ELSEVIER SCI LTD;Q1
1044;12;16590201;;1;47;POBLACIÓN Y SALUD EN MESOAMÉRICA;11;2;;;CENTRO CENTROAMERICANO DE POBLACIÓN - UNIVERSIDAD DE COSTA RICA;NO INDEXADO
1045;21;10898603;;11;18;NITRIC OXIDE-BIOLOGY AND CHEMISTRY;36;1;;10.1016/j.niox.2013. 10.010.;ACADEMIC PRESS INC ELSEVIER SCIENCE;Q2
1046;21;0735-1631;;447;454;AMERICAN JOURNAL OF PERINATOLOGY;31;6;;10.1055/s-0033-1351660;THIEME MEDICAL PUBL INC;Q1
1050;35;;;1;29;NAVEG@MÉRICA;;12;;;EDICIONES DE LA UNIVERSIDAD DE MURCIA;NO INDEXADO
1051;39;0023-6438;;533;536;LEBENSMITTEL-WISSENSCHAFT UND-TECHNOLOGIE-FOOD SCIENCE AND TECHNOLOGY;56;;;10.1016/j.lwt.2013.12.018;ELSEVIER SCIENCE BV;Q1
1052;21;0740-0020;;143;150;FOOD MICROBIOLOGY;38;;;10.1016/j.fm.2013.08.017;ACADEMIC PRESS LTD-ELSEVIER SCIENCE LTD;Q1
1055;39;2277-1964;;20;40;INTERNATIONAL JOURNAL OF LIVESTOCK RESEARCH;4;;;10.5455/ijlr.20131025105112;PERIODICAL OF PASHUPATI FOUNDATION INDIA;NO INDEXADO
1056;1;03298256;;11;11;ESTUDIOS SOCIALES DEL NOA, NUEVA SERIE;;13;;;NUEVA SERIE. INSTITUTO INTERDISCIPLINARIO TILCARA, FACULTAD DE FILOSOFÍA Y LETRAS. UNIVERSIDAD DE BUENOS AIRES;NO INDEXADO
1057;39;1342937X;;1369;1379;GONDWANA RESEARCH;25;4;;;ELSEVIER SCIENCE BV;Q1
1058;39;0026-265X;;104;108;MICROCHEMICAL JOURNAL;112;;;10.1016/j.microc.2013.09.008;ELSEVIER SCIENCE BV;Q2
1059;39;0264-410X;;931;937;VACCINE;32;;;10.1016/j.vaccine.2013.12.048;ELSEVIER SCI LTD;Q1
1063;39;1567-5769;;55;65;INTERNATIONAL IMMUNOPHARMACOLOGY;18;1;;10.1016/j.intimp.2013.11.001;ELSEVIER SCIENCE BV;Q2
1065;39;0165-7836;;13;20;FISHERIES RESEARCH;152;4;;10.1016/j.fishres.2013.07.002;ELSEVIER SCIENCE BV;Q1
1066;39;0926-860X;;305;313;APPLIED CATALYSIS A-GENERAL;475;;;;ELSEVIER SCIENCE BV;Q1
1067;41;1592-1573;;147;151;ADVANCES IN HORTICULTURAL SCIENCES;27;4;;;UNIVERSIDAD DE FLORENCIA;Q3
1068;31;0957-4530;;411;422;JOURNAL OF MATERIALS SCIENCE-MATERIALS IN MEDICINE;25;;;10.1007/s10856-013-5074-3;SPRINGER;Q2
1069;82;0305-7364;;251;266;ANNALS OF BOTANY;113;;;;OXFORD UNIV PRESS;Q1
1071;71;0158-4197;;184;188;EMU;114;2;;10.1071/MU13040;CSIRO PUBLISHING;Q1
1072;31;18645631;;598;603;CHEMSUSCHEM;7;2;;10.1002/cssc.201300605;WILEY-V C H VERLAG GMBH;Q1
1073;21;0304-3940;;42;46;NEUROSCIENCE LETTERS;565;;;10.1016/j.neulet.2013.10.046;ELSEVIER IRELAND LTD;Q2
1075;31;0920-8569;;406;409;VIRUS GENES;48;2;;10.1007/s11262-013-1019-7;SPRINGER;Q2
1077;82;14358603;;96;106;PLANT BIOLOGY;16;;;;WILEY-BLACKWELL PUBLISHING, INC;Q1
1078;21;1934578X;;341;345;NATURAL PRODUCT COMMUNICATIONS;9;3;;;NATURAL PRODUCTS INC;Q2
1079;82;0958-3157;;375;388;BIOCONTROL SCIENCE AND TECHNOLOGY;24;4;;10.1080/09583157.2013.863826;TAYLOR & FRANCIS LTD;Q2
1080;82;0295-5075;;30007;30012;EUROPHYSICS LETTERS;105;;;10.1209/0295-5075/105/30007;EPL ASSOCIATION;Q2
1082;1;0326-551X;;49;50;CUADERNOS DE HERPETOLOGÃ­A;28;1;;;ASOCIACIÓN HERPETOLÓGICA ARGENTINA;NO INDEXADO
1084;1;0326-551X;;1;4;CUADERNOS DE HERPETOLOGÃ­A;28;1;;;ASOCIACIÓN HERPETOLÓGICA ARGENTINA;NO INDEXADO
1086;1;1852-7744;;153;167;GEOACTA;38;2;;;ASOCIACIÓN ARGENTINA DE GEOFÍSICOS Y GEODESTAS;Q4
1087;1;;;9;13;ANALECTA VETERINARIA;33;2;;;FACULTAD DE CIENCIAS VETERINARIAS, UNIVERSIDAD NACIONAL DE LA PLATA;NO INDEXADO
1088;21;1072-0502;;785;793;LEARNING & MEMORY (COLD SPRING HARBOR, N.Y.);21;;;10.1101/lm.032714.113;COLD SPRING HARBOR LAB PRESS;Q1
1089;21;1543-5075;;;;INTERNATIONAL JOURNAL OF GREEN ENERGY;;;;10.1080/15435075.2014.892880;TAYLOR & FRANCIS INC;Q2
1091;82;0143-3334;;662;669;CARCINOGENESIS;35;3;;10.1093/carcin/bgt349;OXFORD UNIV PRESS;Q1
1093;21;0887-3585;;1004;1021;PROTEINS: STRUCTURE, FUNCTION AND GENETICS;82;;;10.1002/prot.24474/abstract;WILEY-LISS, DIV JOHN WILEY & SONS INC;Q1
1094;21;01912917;;277;277;PLANT DISEASE;98;2;;;AMER PHYTOPATHOLOGICAL SOC;Q1
1095;39;0360-3199;;8791;8796;INTERNATIONAL JOURNAL OF HYDROGEN ENERGY;39;;;10.1016/j.ijhydene.2013.12.031;PERGAMON-ELSEVIER SCIENCE LTD;Q1
1097;31;0946-2171;;541;546;APPLIED PHYSICS B - LASERS AND OPTICS;115;4;;10.1007/s00340-013-5635-7;SPRINGER;Q1
1099;1;1515209X;;193;225;POSTDATA;19;1;;;GRUPO INTERUNIVERSITARIO POSTDATA;NO INDEXADO
1100;11;10221301;;97;102;ARCHIVOS LATINOAMERICANOS DE PRODUCCIÃ³N ANIMAL;22;3;;;ASOCIACION LATINOAMERICANA DE PRODUCCIÓN ANIMAL;NO INDEXADO
1102;1;05240476;;5;14;BONPLANDIA;23;1;;;IBONE;NO INDEXADO
1103;21;14672987;;543;547;VETERINARY ANAESTHESIA AND ANALGESIA;41;5;;10.1111/vaa.12137;WILEY-BLACKWELL PUBLISHING, INC;Q1
1104;48;0304-3940;;122;126;NEUROSCIENCE LETTERS;559;;;10.1016/j.neulet.2013.11.053;ELSEVIER IRELAND LTD;Q2
1108;21;03054403;;297;307;JOURNAL OF ARCHAEOLOGICAL SCIENCE;41;;;10.1016/j.jas.2013.08.013;ACADEMIC PRESS LTD-ELSEVIER SCIENCE LTD;Q1
1109;31;0167-4366;;187;197;AGROFORESTRY SYSTEMS;88;;;10.1007/s10457-013-9661-6;SPRINGER;Q1
1110;82;0035-8711;;1654;1662;MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY;438;;;10.1093/mnras/stt2303;WILEY-BLACKWELL PUBLISHING, INC;Q1
1111;9;1013-445X;;326;345;ZONAS ÁRIDAS;15;2;;;CENTRO DE INVESTIGACIONES DE ZONAS ÁRIDAS, UNIVERSIDAD NACIONAL  AGRARIA;NO INDEXADO
1112;1;1515-5994;;1;20;MUNDO AGRARIO;15;28;;;UNIVERSIDAD NACIONAL DE LA PLATA. FACULTAD DE HUMANIDADES Y CIENCIAS DE LA EDUCACIÓN. CENTRO DE HISTORIA ARGENTINA Y AMERICANA;Q4
1114;1;1667-8052;;10;17;ACTUALIZACION EN NUTRICION;15;1;;;SOCIEDAD ARGENTINA DE NUTRICION;NO INDEXADO
1119;4;17944724;;5;20;AVANCES EN PSICOLOGÍA LATINOAMERICANA;32;1;;;UNIVERSIDAD DEL ROSARIO;Q4
1120;82;00306053;;1;9;ORYX;;;;10.1017/S0030605314000027;CAMBRIDGE UNIV PRESS;Q1
1121;35;0212-1611;;618;628;NUTRICIÃ³N HOSPITALARIA;29;3;;10.3305/nh.2014.29.3.7192;AULA MEDICA EDICIONES;Q3
1122;61;1674-6767;;195;204;JOURNAL OF ARID LAND;6;2;;10.1007/s40333-013-0201-z;INSTITUTE OF ECOLOGY AND GEOGRAPHY, CHINESE ACADEMY OF SCIENCES;Q3
1123;16;18194087;;50;56;CULTIVOS TROPICALES;35;01;;;HTTP://EDICIONES.INCA.EDU.CU ;NO INDEXADO
1124;39;2211-5455;;271;285;CURRENT CATALYSIS;3;2;;;ELSEVIER;NO INDEXADO
1126;39;1090-0233;;308;309;THE VETERINARY JOURNAL;199;;;10.1016/j.tvjl.2013.10.036;ELSEVIER SCI LTD;Q1
1128;39;03091740;;1297;1303;MEAT SCIENCE;96;3;;;ELSEVIER SCI LTD;Q1
1132;1;16667719;;;;FAVE;;;;;UNL;NO INDEXADO
1133;32;03782697;;177;186;PLANT SYSTEMATICS AND EVOLUTION;300;1;;10.1007/s00606-013-0869-8;SPRINGER WIEN;Q2
1134;39;0166-218X;;59;70;DISCRETE APPLIED MATHEMATICS;166;;;10.1016/j.dam.2013.10.005;ELSEVIER SCIENCE BV;Q2
1136;21;0885-8993;;1840;1849;IEEE TRANSACTIONS ON POWER ELECTRONICS;29;4;;10.1109/TPEL.2013.2270005;IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC;Q1
1137;39;0969-8043;;105;108;APPLIED RADIATION AND ISOTOPES;83;;;10.1016/j.apradiso.2012.12.016;PERGAMON-ELSEVIER SCIENCE LTD;Q2
1139;21;0969-8043;;185;189;APPLIED RADIATION AND ISOTOPES;88;;;10.1016/j.apradiso.2013.11.064;PERGAMON-ELSEVIER SCIENCE LTD;Q2
1140;1;1514-1535;;5;38;REVISTA INTERDISCIPLINARIA DE ESTUDIOS AGRARIOS;;39;;;PROGRAMA INTERDISCIPLINARIO DE ESTUDIOS AGRARIOS;NO INDEXADO
1142;39;0925-4005;;270;278;SENSORS AND ACTUATORS B-CHEMICAL;190;;;10.1016/j.snb.2013.08.054;ELSEVIER SCIENCE SA;Q1
1144;21;1355-8145;;115;134;CELL STRESS & CHAPERONES.;19;1;;;SPRINGER;Q2
1145;556;17356865;;1;14;INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH;8;1;;;UNIV TEHRAN;Q2
1147;21;0885-8993;;339;346;IEEE TRANSACTIONS ON POWER ELECTRONICS;29;1;;10.1109/TPEL.2013.2251665;IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC;Q1
1148;82;00295981;;313;351;INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING;97;5;;10.1002/nme.4576;JOHN WILEY & SONS LTD;Q1
1149;1;23449365;;577;588;COPUCI;3;;;;UNIVERSIDAD NACIONAL DE ROSARIO;NO INDEXADO
1150;35;02144565;;1;15;BOTANICA COMPLUTENSIS;38;1;;;MADRID;Q4
1153;39;0924-2031;;100;109;VIBRATIONAL SPECTROSCOPY;70;;;10.1016/j.vibspec.2013.11.008;ELSEVIER SCIENCE BV;Q3
1154;31;0175-7598;;4033;4040;APPLIED MICROBIOLOGY AND BIOTECHNOLOGY;98;9;;10.1007/s00253-013-5345-4;SPRINGER;Q1
1155;39;1572-6657;;167;177;JOURNAL OF ELECTROANALYTICAL CHEMISTRY - (PRINT);712;;;10.1016/j.jelechem.2013.11.013;ELSEVIER SCIENCE SA;Q1
1156;1;16666933;;23;29;TECNOLOGÍA Y CIENCIA;;25;;;UNIVERSIDAD TECNOLÓGICA NACIONAL SECRETARÍA DE CIENCIA, TECNOLOGÍA Y POSGRADO;NO INDEXADO
1157;39;0925-4005;;428;433;SENSORS AND ACTUATORS B-CHEMICAL;193;;;10.1016/j.snb.2013.11.114;ELSEVIER SCIENCE SA;Q1
1159;1;0328932X;;37;44;ENERGÍAS RENOVABLES Y MEDIO AMBIENTE;32;;;;ASOCIACIÓN ARGENTINA DE ENERGÍA SOLAR;NO INDEXADO
1162;31;0944-1344;;2531;2539;ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH;21;4;;10.1007/s11356-013-2172-1;SPRINGER HEIDELBERG;Q1
1164;32;0304-8608;;1109;1117;ARCHIVES OF VIROLOGY;159;5;;10.1007/s00705-013-1917-y;SPRINGER WIEN;Q1
1167;3;2318-2326;;1;9;INTERFACES. REVISTA DE EXTENSIÓN UNIVERSITARIA DE LA FAULTAD FEDERAL DE MINA GERAIS. BRASIL;2;2;;;EXTENSÃO DA UFMG;NO INDEXADO
1170;82;2210-6707;;140;148;SUSTAINABLE CITIES AND SOCIETY;10;;;;ELSEVIER;Q1
1171;9;17294827;;151;163;LIBERABIT;20;1;;;ESCUELA PROFESIONAL DE PSICOLOGÍA DE LA UNIVERSIDAD DE SAN MARTÍN DE PORRES;NO INDEXADO
1172;35;21715068;;129;138;FOREST SYSTEMS;23;1;;;INIA;Q2
1176;39;0304-3800;;50;56;ECOLOGICAL MODELLING;274;;;10.1016/j.ecolmodel.2013.12.002;ELSEVIER SCIENCE BV;Q1
1177;1;18523021;;12;16;APORTES A LAS CIENCIAS QUÍMICAS;1;1;;;EDITORIAL CIENTÍFICA UNIVERSITARIA;NO INDEXADO
1178;21;0969806X;;261;263;RADIATION PHYSICS AND CHEMISTRY (OXFORD);95;;;10.1016/j.radphyschem.2013,10,006.;PERGAMON-ELSEVIER SCIENCE LTD;Q2
1180;31;0932-0113;;701;709;PARASITOLOGY RESEARCH;113;2;;10.1007/s00436-013-3698-3;SPRINGER;Q1
1181;21;1524-4695;;183;190;WATERBIRDS (DE LEON SPRINGS, FLA.);37;2;;10.1675/063.037.0207;WATERBIRD SOC;Q2
1184;39;0924-7963;;415;424;JOURNAL OF MARINE SYSTEMS;129;;;;ELSEVIER SCIENCE BV;Q1
1190;82;17565901;;;;METALLOMICS;;;;;ROYAL SOC CHEMISTRY;Q1
1191;1;03287300;;69;74;PUBLICACIÓN ESPECIAL Nº 48;;48;;;ESTACIÓN EXPERIMENTAL AGROINDUSTRIAL OBISPO COLOMBRES;NO INDEXADO
1193;21;0277-3791;;143;156;QUATERNARY SCIENCE REVIEWS;83;;;;PERGAMON-ELSEVIER SCIENCE LTD;Q1
1194;21;15592723;;411;420;ESTUARIES AND COASTS;37;;;10.1007/s12237-013-9688-y;SPRINGER;Q1
1196;48;0303-7207;;825;834;MOLECULAR AND CELLULAR ENDOCRINOLOGY.;382;;;10.1016/j.mce.2013.11.003;ELSEVIER IRELAND LTD;Q1
1197;39;0926-860X;;53;63;APPLIED CATALYSIS A-GENERAL;472;;;10.1016/j.apcata.2013.12.011;ELSEVIER SCIENCE BV;Q1
1198;39;0378-4371;;304;3011;PHYSICA A - STATISTICAL AND THEORETICAL PHYSICS;394;;;10.1016/j.physa.2013.09.035;ELSEVIER SCIENCE BV;Q2
1199;21;0019-9567;;626;639;INFECTION AND IMMUNITY;82;2;;10.1128/IAI.01237-13;AMER SOC MICROBIOLOGY;Q1
1200;39;0378-3820;;409;414;FUEL PROCESSING TECHNOLOGY;;116;;10.1016/j.fuel.2013.08.027;ELSEVIER SCIENCE BV;Q1
1204;82;03000664;;618;620;CLINICAL ENDOCRINOLOGY;80;;;10.1111/cen.12267;WILEY-BLACKWELL PUBLISHING, INC;Q1
1205;39;0026-265X;;25;33;MICROCHEMICAL JOURNAL;112;;;10.1016/j.microc.2013.09.012;ELSEVIER SCIENCE BV;Q2
1206;82;16742788;;286;298;JOURNAL OF MOLECULAR CELL BIOLOGY;6;4;;10.1093/jmcb/mju021;OXFORD UNIVERSITY PRESS;Q1
1208;31;00253162;;119;129;MARINE BIOLOGY;161;1;;10.1007/s00227-013-2320-7;SPRINGER;Q1
